,wordcount,important_words,frequent_words
2671,352153,"['york', 'difference', 'durat', 'duli', 'due', 'drug', 'drove', 'driver', 'driven', 'drive', 'downs', 'down', 'doubt', 'domicile', 'domestic']","[('the', 574), ('tax', 386), ('asset', 379), ('amount', 344), ('benefit', 306), ('includ', 287), ('fedex', 286), ('valu', 282), ('may', 259), ('oper', 253), ('plan', 250), ('incom', 231), ('balanc', 212), ('net', 212), ('cost', 211)]"
2672,689914,"['zone', 'condens', 'consequ', 'connect', 'conjunct', 'conform', 'confer', 'conduct', 'conditions', 'condition', 'condit', 'concurr', 'consid', 'conclud', 'concern']","[('$', 1392), ('—', 1134), ('tax', 691), ('the', 658), ('incom', 613), ('includ', 607), ('asset', 605), ('oper', 556), ('cash', 556), ('amount', 510), ('million', 462), ('valu', 450), ('net', 416), ('use', 385), ('cost', 377)]"
2673,272617,"['zero', 'eliminations', 'down', 'drawdown', 'drawn', 'driven', 'due', 'durat', 'duration', 'dure', 'earlier', 'earn', 'earnings', 'earthquak', 'ebitda']","[('amount', 473), ('tax', 334), ('incom', 290), ('the', 280), ('$', 268), ('net', 255), ('valu', 251), ('includ', 239), ('asset', 220), ('cash', 220), ('share', 206), ('oper', 200), ('stock', 184), ('period', 184), ('expens', 180)]"
2674,350537,"['zero', 'elect', 'duration', 'durat', 'duli', 'due', 'drug', 'drop', 'drawn', 'drawdown', 'down', 'doubtful', 'donat', 'domicile', 'domestic']","[('tax', 511), ('asset', 426), ('amount', 409), ('$', 364), ('valu', 328), ('the', 319), ('incom', 299), ('fair', 264), ('includ', 260), ('expens', 251), ('We', 243), ('period', 236), ('use', 220), ('cost', 206), ('liabil', 194)]"
2675,306413,"['zero', 'directli', 'discrimin', 'discretionari', 'discoveri', 'discounts', 'discount', 'discontinued', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'discloses', 'disclosed', 'disclos']","[('the', 594), ('amount', 417), ('valu', 336), ('tax', 334), ('asset', 293), ('compani', 281), ('share', 259), ('year', 243), ('includ', 237), ('incom', 237), ('fair', 232), ('period', 222), ('million', 220), ('fiscal', 183), ('cost', 177)]"
2676,327972,"['zero', 'difference', 'directli', 'direct', 'dimens', 'dilut', 'digit', 'differences', 'differ', 'directors', 'deviat', 'development', 'develop', 'determined', 'determinable']","[('amount', 519), ('asset', 438), ('centerpoint', 416), ('valu', 346), ('the', 333), ('cash', 286), ('benefit', 269), ('includ', 267), ('deriv', 249), ('fair', 238), ('energi', 231), ('net', 229), ('$', 225), ('liabil', 213), ('period', 211)]"
2677,374059,"['zinc', 'cy', 'criteria', 'csr', 'cumul', 'cumulative', 'curr', 'currenc', 'currencies', 'currency', 'current', 'curtailments', 'curve', 'custom', 'customari']","[('the', 572), ('$', 568), ('tax', 435), ('valu', 428), ('compani', 414), ('incom', 404), ('asset', 403), ('amount', 392), ('includ', 364), ('cash', 362), ('net', 355), ('invest', 306), ('fair', 305), ('oper', 271), ('stock', 271)]"
2678,348566,"['zero', 'dividends', 'du', 'drug', 'driv', 'drawn', 'drawdown', 'draw', 'down', 'doubt', 'domiciled', 'domicile', 'domicil', 'domest', 'domain']","[('amount', 477), ('valu', 405), ('includ', 333), ('the', 329), ('asset', 295), ('tax', 293), ('fair', 282), ('receiv', 274), ('use', 262), ('benefit', 258), ('cash', 247), ('net', 247), ('report', 243), ('incom', 235), ('financi', 215)]"
2679,241979,"['zero', 'employe', 'effici', 'eight', 'either', 'elect', 'electrical', 'electron', 'element', 'elig', 'elimin', 'eliminations', 'elsewher', 'employ', 'employee']","[('the', 412), ('amount', 334), ('compani', 256), ('tax', 248), ('report', 219), ('valu', 209), ('stock', 208), ('includ', 195), ('asset', 194), ('share', 191), ('use', 178), ('cash', 178), ('fair', 168), ('period', 160), ('incom', 155)]"
2680,265306,"['zero', 'disclosed', 'descript', 'description', 'design', 'designated', 'desir', 'detail', 'details', 'deteriorate', 'determin', 'determine', 'develop', 'developed', 'developer']","[('amount', 345), ('tax', 335), ('the', 239), ('period', 225), ('includ', 216), ('incom', 208), ('valu', 195), ('cost', 188), ('asset', 184), ('stock', 179), ('report', 177), ('use', 175), ('relat', 173), ('product', 170), ('softwar', 161)]"
2681,265892,"['zero', 'earned', 'domest', 'domestic', 'domicile', 'down', 'draw', 'drug', 'due', 'durabl', 'durat', 'dure', 'each', 'earn', 'earnings']","[('amount', 458), ('valu', 414), ('the', 411), ('fair', 357), ('asset', 318), ('invest', 291), ('tax', 257), ('includ', 249), ('incom', 234), ('use', 217), ('consolid', 203), ('interest', 195), ('cash', 189), ('compani', 182), ('secur', 177)]"
2682,504718,"['yields', 'dispers', 'divest', 'diversifi', 'distribut', 'disposition', 'disposal', 'dispos', 'dispar', 'divestiture', 'discuss', 'discretionari', 'discret', 'discoveri', 'discounts']","[('the', 928), ('asset', 625), ('compani', 566), ('valu', 557), ('tax', 544), ('amount', 514), ('net', 461), ('incom', 454), ('fair', 447), ('benefit', 441), ('–', 391), ('cost', 384), ('plan', 378), ('includ', 372), ('oper', 339)]"
2683,0,0,0
2684,134270,"['zero', 'entity', 'enact', 'encompass', 'end', 'enter', 'enterpris', 'enterprise', 'entir', 'entiti', 'entitl', 'ep', 'esop', 'epu', 'equal']","[('the', 226), ('amount', 213), ('tax', 183), ('share', 170), ('stock', 166), ('asset', 154), ('valu', 144), ('includ', 117), ('incom', 106), ('period', 102), ('fair', 97), ('use', 91), ('financi', 91), ('expens', 89), ('oper', 86)]"
2685,0,0,0
2686,209917,"['yield', 'discontinu', 'direct', 'directli', 'director', 'directors', 'disallow', 'disciplin', 'disclos', 'disclosed', 'discloses', 'disclosur', 'disclosure', 'disclosures', 'discount']","[('the', 346), ('amount', 293), ('tax', 251), ('compani', 226), ('asset', 187), ('incom', 176), ('includ', 166), ('report', 161), ('valu', 152), ('period', 148), ('share', 143), ('net', 137), ('use', 132), ('fair', 129), ('cash', 129)]"
2687,213270,"['zero', 'economi', 'educ', 'effect', 'either', 'elect', 'elected', 'election', 'element', 'elig', 'eliminated', 'elsewher', 'embed', 'emea', 'emir']","[('amount', 287), ('tax', 260), ('valu', 254), ('the', 240), ('benefit', 215), ('asset', 203), ('includ', 202), ('incom', 189), ('fair', 188), ('period', 172), ('plan', 165), ('interest', 157), ('use', 143), ('oper', 136), ('share', 135)]"
2688,0,0,0
2689,731092,"['zone', 'creditor', 'currencies', 'currenc', 'cumul', 'culm', 'cubic', 'csr', 'critic', 'criteria', 'credits', 'credited', 'cours', 'credit', 'creation']","[('the', 818), ('cash', 706), ('valu', 619), ('asset', 598), ('tax', 580), ('interest', 572), ('includ', 566), ('incom', 542), ('oper', 505), ('—', 486), ('net', 472), ('amount', 452), ('cost', 451), ('december31,', 443), ('rate', 435)]"
2690,332927,"['zombies', 'distribution', 'dividend', 'divid', 'divers', 'district', 'distributor', 'distributions', 'distribut', 'evaluation', 'distinct', 'dissimilar', 'disrupt', 'disposit', 'dispos']","[('tax', 369), ('amount', 335), ('revenu', 326), ('the', 311), ('asset', 268), ('includ', 260), ('valu', 250), ('incom', 241), ('period', 228), ('year', 220), ('recogn', 217), ('stock', 216), ('fair', 205), ('servic', 203), ('report', 196)]"
2691,447571,"['zero', 'deliver', 'describ', 'derivatives', 'derivative', 'deriv', 'depreciation', 'depreciated', 'depreci', 'deposits', 'deposit', 'deplet', 'denominator', 'denomin', 'demonstr']","[('the', 804), ('credit', 513), ('amount', 485), ('compani', 480), ('note', 378), ('interest', 346), ('card', 343), ('includ', 333), ('tax', 326), ('million', 310), ('valu', 304), ('receiv', 299), ('stock', 295), ('cash', 282), ('asset', 261)]"
2692,215692,"['york', 'enterprise', 'either', 'elect', 'elected', 'election', 'element', 'elig', 'elimin', 'elsewhere', 'ement', 'employ', 'employe', 'employee', 'employees']","[('$', 389), ('amount', 264), ('stock', 231), ('valu', 231), ('cost', 217), ('ga', 217), ('the', 215), ('asset', 214), ('tax', 202), ('fair', 165), ('net', 164), ('share', 160), ('includ', 146), ('oil', 139), ('cash', 135)]"
2693,313573,"['yield', 'determinable', 'detect', 'details', 'detail', 'desir', 'design', 'description', 'descript', 'describ', 'derivatives', 'derivative', 'deriv', 'depress', 'depreciation']","[('the', 563), ('$', 507), ('—', 448), ('asset', 397), ('amount', 372), ('includ', 310), ('tax', 310), ('benefit', 309), ('valu', 286), ('incom', 265), ('plan', 251), ('compani', 246), ('period', 241), ('cost', 241), ('oper', 237)]"
2694,300234,"['zero', 'disclosure', 'digit', 'dilut', 'dimens', 'direct', 'directli', 'director', 'directors', 'disabl', 'disallowances', 'disast', 'disclos', 'disclosed', 'discloses']","[('amount', 499), ('asset', 402), ('centerpoint', 372), ('valu', 331), ('the', 317), ('cash', 257), ('includ', 256), ('benefit', 244), ('fair', 232), ('energi', 229), ('deriv', 219), ('net', 215), ('period', 201), ('million', 200), ('invest', 198)]"
2695,424033,"['zero', 'divid', 'dividends', 'divisions', 'do', 'document', 'doe', 'dollar', 'domain', 'domest', 'domestic', 'domicil', 'domicile', 'domin', 'dominant']","[('the', 945), ('compani', 703), ('asset', 468), ('tax', 466), ('valu', 450), ('amount', 377), ('stock', 367), ('incom', 362), ('fair', 359), ('includ', 343), ('account', 340), ('company’', 338), ('share', 336), ('cash', 284), ('financi', 264)]"
2696,455079,"['zero', 'discounts', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'disclosed', 'disclos', 'disciplin', 'disburs', 'disagre', 'directors', 'director', 'directli', 'direct']","[('million', 519), ('the', 509), ('amount', 501), ('tax', 445), ('asset', 433), ('benefit', 421), ('includ', 416), ('incom', 376), ('valu', 343), ('cash', 315), ('report', 309), ('plan', 306), ('net', 305), ('financi', 286), ('use', 261)]"
2697,10,['terselabel'],"[('terselabel', 1)]"
2698,376441,"['zero', 'either', 'elimin', 'elig', 'element', 'election', 'elected', 'elect', 'eight', 'elsewher', 'effort', 'effects', 'effect', 'educ', 'economy']","[('the', 638), ('amount', 532), ('compani', 405), ('includ', 377), ('valu', 365), ('asset', 352), ('tax', 347), ('million', 303), ('fair', 281), ('benefit', 275), ('company’', 275), ('$', 274), ('report', 240), ('net', 240), ('cost', 239)]"
2699,514050,"['zero', 'drug', 'dure', 'durat', 'duli', 'due', 'dsus', 'dsu', 'driven', 'domicil', 'drawn', 'drawdown', 'draft', 'downward', 'down']","[('\u200b', 9772), ('$', 1596), ('–', 1016), (')', 980), ('tax', 844), ('net', 567), ('asset', 553), ('benefit', 532), ('amount', 523), ('valu', 446), ('incom', 443), ('the', 440), ('cost', 406), ('fair', 362), ('includ', 359)]"
2700,52,"['terselabel', 'instant', 'durat']","[('instant', 3), ('durat', 2), ('terselabel', 1)]"
2701,420914,"['york', 'disposal', 'directors', 'disburs', 'disclos', 'disclosed', 'disclosur', 'disclosure', 'disclosures', 'discontinu', 'discount', 'discounts', 'discretionari', 'discuss', 'dispos']","[('the', 547), ('amount', 490), ('valu', 405), ('interest', 398), ('includ', 349), ('incom', 333), ('cash', 333), ('share', 317), ('stock', 308), ('oper', 288), ('rate', 276), ('fair', 271), ('invest', 250), ('leas', 246), ('repres', 245)]"
2702,492741,"['zero', 'distributor', 'dividends', 'dividend', 'divestitures', 'diversification', 'diversifi', 'diversif', 'district', 'distributors', 'distributions', 'dispersion', 'distribut', 'distress', 'distinct']","[('the', 839), ('amount', 716), ('valu', 639), ('fair', 459), ('net', 437), ('invest', 436), ('asset', 416), ('incom', 407), ('compani', 406), ('includ', 385), ('benefit', 383), ('secur', 328), ('tax', 318), ('cash', 298), ('account', 296)]"
2703,121270,"['zip', 'event', 'escal', 'esop', 'establish', 'estat', 'estim', 'etc', 'even', 'events', 'equival', 'everi', 'exact', 'exampl', 'example']","[('amount', 260), ('period', 152), ('tax', 152), ('report', 148), ('the', 126), ('benefit', 122), ('valu', 117), ('asset', 117), ('incom', 113), ('includ', 110), ('use', 102), ('share', 99), ('plan', 94), ('one', 93), ('stock', 92)]"
2704,372324,"['zero', 'drawn', 'downturns', 'downsid', 'downgrad', 'down', 'doubt', 'doubl', 'domicile', 'domicil', 'domestic', 'domest', 'domain', 'dollar', 'dol']","[('amount', 497), ('secur', 480), ('valu', 453), ('fair', 388), ('the', 361), ('includ', 359), ('asset', 339), ('financi', 325), ('invest', 313), ('incom', 311), ('net', 275), ('tax', 261), ('loss', 217), ('million', 208), ('period', 207)]"
2705,395945,"['zero', 'domicile', 'due', 'driver', 'drawn', 'drawdown', 'downward', 'down', 'doubt', 'domicil', 'durat', 'domest', 'domain', 'dollar', 'doe']","[('amount', 434), ('asset', 405), ('the', 396), ('tax', 360), ('valu', 354), ('includ', 352), ('fair', 281), ('financi', 270), ('market', 239), ('use', 232), ('cash', 231), ('servic', 229), ('nasdaq', 226), ('incom', 224), ('period', 223)]"
2706,357075,"['zone', 'discontinu', 'dispos', 'dispers', 'discuss', 'discretionari', 'discoveri', 'discount', 'discontinued', 'disclosures', 'direct', 'disclosure', 'disclosur', 'disclosed', 'disclos']","[('amount', 488), ('tax', 486), ('asset', 450), ('the', 425), ('valu', 344), ('incom', 343), ('benefit', 293), ('includ', 279), ('net', 264), ('lind', 260), ('relat', 240), ('share', 239), ('fair', 235), ('period', 234), ('oper', 217)]"
2707,310471,"['zone', 'digit', 'deliv', 'deliveri', 'demand', 'demonstr', 'denomin', 'department', 'depend', 'deplet', 'deposit', 'deposits', 'depreci', 'depreciation', 'deriv']","[('compani', 610), ('the', 601), ('valu', 335), ('amount', 333), ('interest', 289), ('share', 256), ('cash', 246), ('fair', 241), ('includ', 234), ('cost', 232), ('asset', 222), ('incom', 216), ('oper', 205), ('stock', 187), ('real', 182)]"
2708,657095,"['zero', 'dhi', 'diluted', 'dilut', 'digit', 'difficult', 'differences', 'difference', 'differ', 'di', 'deviat', 'deduct', 'develop', 'determined', 'determinable']","[('the', 846), ('asset', 668), ('amount', 617), ('plan', 617), ('benefit', 607), ('valu', 588), ('net', 586), ('tax', 583), ('includ', 521), ('share', 504), ('cost', 429), ('stock', 410), ('fair', 410), ('We', 400), ('financi', 393)]"
2709,308815,"['zero', 'determin', 'disclosed', 'disclos', 'directors', 'director', 'directli', 'direct', 'dilut', 'digit', 'difference', 'differ', 'devices', 'devic', 'development']","[('the', 439), ('amount', 347), ('includ', 334), ('tax', 297), ('incom', 273), ('valu', 255), ('use', 236), ('net', 233), ('asset', 226), ('financi', 221), ('share', 219), ('period', 212), ('million', 209), ('equiti', 205), ('stock', 203)]"
2710,347607,"['zero', 'earli', 'dispar', 'dispers', 'dispos', 'disposit', 'distinguish', 'distribut', 'distribution', 'distributions', 'distributor', 'district', 'divid', 'dividend', 'dividends']","[('the', 699), ('tax', 431), ('compani', 427), ('valu', 391), ('amount', 366), ('fair', 316), ('incom', 302), ('expens', 271), ('asset', 265), ('cash', 260), (""company'"", 224), ('includ', 209), ('stock', 204), ('account', 194), ('cost', 191)]"
2711,262896,"['zero', 'employees', 'energi', 'end', 'encompass', 'enact', 'employment', 'employer', 'employee', 'domicile', 'employe', 'employ', 'elsewhere', 'elimin', 'elig']","[('amount', 371), ('asset', 318), ('the', 313), ('valu', 287), ('tax', 275), ('includ', 266), ('incom', 252), ('cost', 215), ('report', 206), ('oper', 197), ('benefit', 197), ('period', 195), ('fair', 190), ('use', 183), ('net', 172)]"
2712,257327,"['zero', 'eps', 'eliminated', 'eliminations', 'embed', 'emerg', 'emerson', 'employ', 'employe', 'employee', 'employees', 'employer', 'enact', 'enacted', 'encapsul']","[('amount', 444), ('tax', 320), ('the', 278), ('asset', 271), ('valu', 248), ('includ', 209), ('benefit', 205), ('period', 203), ('report', 188), ('oper', 183), ('use', 178), ('cash', 178), ('plan', 178), ('cost', 177), ('incom', 176)]"
2713,109420,"['zero', 'excess', 'equival', 'equivalents', 'escrow', 'esop', 'establish', 'estat', 'estim', 'etc', 'even', 'event', 'events', 'exact', 'examin']","[('amount', 273), ('benefit', 182), ('tax', 158), ('period', 133), ('report', 118), ('includ', 118), ('incom', 109), ('asset', 102), ('defin', 99), ('the', 99), ('plan', 96), ('valu', 92), ('use', 88), ('oper', 85), ('fiscal', 84)]"
2714,388134,"['zero', 'downgrad', 'duli', 'due', 'dt', 'drug', 'driver', 'drawn', 'downsiz', 'down', 'doe', 'doubt', 'done', 'don', 'domicile']","[('amount', 506), ('the', 427), ('includ', 378), ('asset', 333), ('valu', 307), ('tax', 300), ('cash', 289), ('net', 284), ('benefit', 278), ('oper', 262), ('incom', 255), ('receiv', 246), ('cost', 240), ('use', 228), ('financi', 223)]"
2715,807353,"['zero', 'defraud', 'deriv', 'derecogn', 'depressed', 'depreciation', 'depreci', 'deposits', 'deposit', 'depletion', 'deplet', 'depend', 'depart', 'denomin', 'deni']","[('the', 975), ('alcoa', 818), ('asset', 766), ('valu', 740), ('amount', 705), ('includ', 592), ('fair', 587), ('tax', 586), ('chang', 526), ('oper', 497), ('interest', 480), ('incom', 476), ('benefit', 464), ('cost', 463), ('$', 448)]"
2716,283576,"['york', 'document', 'each', 'dure', 'durat', 'due', 'drugs', 'drug', 'driven', 'dr', 'down', 'double', 'domicil', 'domestic', 'domest']","[('amount', 386), ('the', 319), ('asset', 290), ('valu', 274), ('tax', 233), ('includ', 213), ('benefit', 212), ('fair', 209), ('period', 183), ('incom', 181), ('use', 173), ('cash', 173), ('expens', 165), ('recogn', 165), ('financi', 162)]"
2717,320146,"['zero', 'distributors', 'divid', 'divestitures', 'divestitur', 'divest', 'district', 'distributorship', 'distributor', 'dividends', 'distributions', 'distribut', 'dispositions', 'disposit', 'disposal']","[('the', 640), ('amount', 415), ('valu', 377), ('tax', 370), ('compani', 349), ('year', 308), ('asset', 305), ('fair', 294), ('incom', 293), ('benefit', 265), ('fiscal', 263), ('million', 249), ('includ', 246), ('cost', 228), ('net', 225)]"
2718,0,0,0
2719,450588,"['zero', 'due', 'divis', 'division', 'document', 'doe', 'dollar', 'domain', 'domest', 'domicile', 'donuts', 'doubt', 'down', 'driveways', 'drug']","[('asset', 629), ('the', 591), ('$', 552), ('valu', 531), ('amount', 505), ('—', 428), ('fair', 394), ('tax', 382), ('net', 357), ('cost', 355), ('benefit', 347), ('includ', 346), ('recogn', 336), ('cash', 335), ('use', 307)]"
2720,8,['durat'],"[('durat', 1)]"
2721,432414,"['zero', 'document', 'discov', 'discounts', 'discount', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'discloses', 'disclosed', 'disclos', 'disabl', 'directors', 'director']","[('the', 694), ('loan', 623), ('amount', 608), ('$', 588), ('valu', 529), ('fair', 420), ('interest', 388), ('compani', 373), ('includ', 359), ('—', 353), ('asset', 350), ('cash', 322), ('period', 321), ('incom', 304), ('secur', 304)]"
2722,19,"['terselabel', 'durat']","[('terselabel', 1), ('durat', 1)]"
2723,128480,"['zero', 'epu', 'enterpris', 'enterprise', 'entir', 'entiti', 'entities', 'entitl', 'entity', 'ep', 'eps', 'equal', 'etc', 'equip', 'equipment']","[('tax', 225), ('the', 204), ('amount', 184), ('stock', 142), ('share', 141), ('asset', 118), ('incom', 113), ('compani', 113), ('period', 111), ('includ', 100), ('report', 94), ('oper', 89), ('expens', 87), ('use', 86), ('year', 80)]"
2724,222425,"['zebu', 'domain', 'domicil', 'domicile', 'doubt', 'down', 'download', 'drew', 'driven', 'driver', 'due', 'durat', 'duration', 'dure', 'earli']","[('the', 435), ('amount', 328), ('tax', 298), ('compani', 266), ('incom', 226), ('valu', 208), ('stock', 200), ('asset', 197), ('share', 195), ('revenu', 162), ('includ', 158), ('fair', 157), ('cash', 137), ('use', 135), ('fiscal', 135)]"
2725,192639,"['yield', 'effect', 'dsus', 'due', 'dure', 'earli', 'earliest', 'earn', 'earnings', 'econom', 'economy', 'edinburgh', 'educ', 'effects', 'drug']","[('amount', 341), ('tax', 271), ('benefit', 266), ('asset', 226), ('net', 224), ('the', 217), ('valu', 214), ('incom', 192), ('period', 169), ('includ', 161), ('fair', 153), ('plan', 145), ('report', 132), (')', 132), ('use', 130)]"
2726,0,0,0
2727,328892,"['zero', 'elect', 'each', 'earli', 'earlier', 'earn', 'earnings', 'earnout', 'econom', 'economy', 'educ', 'effect', 'effects', 'effici', 'effort']","[('the', 573), ('amount', 444), ('asset', 345), ('compani', 344), ('tax', 342), ('year', 335), ('valu', 328), ('fiscal', 302), ('benefit', 300), ('includ', 283), ('period', 271), ('million', 269), ('incom', 249), ('fair', 246), ('cost', 244)]"
2728,0,0,0
2729,222482,"['zealand', 'ebitda', 'economy', 'education', 'effect', 'effective', 'effects', 'either', 'eject', 'el', 'elect', 'element', 'elimin', 'employ', 'employe']","[('amount', 325), ('asset', 260), ('tax', 243), ('valu', 242), ('the', 232), ('share', 200), ('$', 192), ('includ', 188), ('We', 187), ('june', 176), ('30,', 176), ('incom', 176), ('stock', 173), ('year', 172), ('financi', 172)]"
2730,211669,"['zero', 'enterpris', 'employer', 'employers', 'employment', 'enabl', 'enact', 'end', 'ended', 'energy', 'engag', 'engin', 'engineering', 'engineers', 'enter']","[('the', 341), ('amount', 287), ('valu', 216), ('tax', 194), ('asset', 191), ('stock', 181), ('includ', 174), ('net', 172), ('benefit', 169), ('incom', 161), ('period', 159), ('share', 137), ('use', 137), ('report', 136), ('plan', 133)]"
2731,132521,"['zero', 'equivalents', 'entity', 'ep', 'epu', 'equal', 'equip', 'equipment', 'equiti', 'equity', 'equival', 'esop', 'either', 'establish', 'estim']","[('tax', 214), ('the', 211), ('amount', 176), ('stock', 138), ('share', 135), ('period', 127), ('includ', 123), ('asset', 119), ('compani', 114), ('incom', 112), ('report', 109), ('use', 98), ('financi', 92), ('expens', 86), ('oper', 82)]"
2732,549338,"['zurich', 'elaps', 'dri', 'draw', 'downgrad', 'doubt', 'donaldsonville', 'donaldsonvil', 'domicile', 'domicil', 'domestic', 'domest', 'domain', 'dollar', 'doj']","[('the', 902), ('asset', 541), ('amount', 535), ('tax', 517), ('valu', 499), ('includ', 464), ('incom', 398), ('cash', 385), ('cost', 377), ('net', 374), ('oper', 361), ('fair', 342), ('balanc', 315), ('invest', 312), ('interest', 312)]"
2733,296836,"['zero', 'dure', 'doj', 'dollar', 'domain', 'domest', 'domicile', 'doubt', 'down', 'downsid', 'drive', 'driven', 'drug', 'due', 'each']","[('the', 515), ('compani', 403), ('valu', 391), ('tax', 326), ('fair', 324), ('amount', 292), ('stock', 288), ('asset', 271), ('report', 233), ('incom', 228), ('share', 228), ('use', 221), ('includ', 201), ('estim', 201), ('cost', 185)]"
2734,487872,"['zone', 'collegi', 'commissions', 'commiss', 'commerci', 'comment', 'commenc', 'combinations', 'combination', 'combin', 'column', 'collectively', 'completed', 'collective', 'collection']","[(')', 778), ('$', 774), ('-', 763), ('amount', 695), ('the', 692), ('compani', 459), ('net', 455), ('valu', 452), ('asset', 412), ('includ', 406), ('incom', 392), ('cash', 388), ('oper', 368), ('tax', 356), ('benefit', 353)]"
2735,310561,"['zero', 'ema', 'effects', 'efficaci', 'efficacy', 'effort', 'efforts', 'either', 'elect', 'elected', 'election', 'element', 'elig', 'elimin', 'eliminated']","[('the', 640), ('compani', 453), ('tax', 321), ('valu', 287), ('amount', 267), ('asset', 256), ('includ', 255), ('period', 242), ('incom', 224), ('balanc', 217), ('share', 202), ('stock', 196), ('fair', 193), ('net', 184), ('expens', 180)]"
2736,342439,"['zero', 'down', 'disputes', 'distribut', 'distributions', 'diversifi', 'dividend', 'dividends', 'document', 'dollar', 'domain', 'domest', 'doubt', 'drawdown', 'dispos']","[('\ufeff', 1465), ('$', 1222), ('tax', 454), ('the', 372), ('—', 352), ('amount', 329), ('valu', 309), ('stock', 301), ('year', 293), ('share', 282), ('compani', 273), ('includ', 260), ('2016', 254), ('period', 232), ('fair', 230)]"
2737,461482,"['zero', 'durat', 'earliest', 'earlier', 'earli', 'ear', 'each', 'dure', 'duli', 'earnings', 'due', 'drug', 'draw', 'down', 'doubt']","[('the', 958), ('compani', 565), ('amount', 506), ('asset', 458), ('valu', 455), ('tax', 443), ('million', 423), ('includ', 408), ('cost', 403), ('benefit', 370), ('incom', 352), ('fair', 331), ('cash', 325), ('plan', 310), ('net', 301)]"
2738,246962,"['zone', 'development', 'deliveri', 'demand', 'demolit', 'denomin', 'densiti', 'department', 'depend', 'deplet', 'deposit', 'deposits', 'deprec', 'depreci', 'depreciation']","[('the', 461), ('compani', 330), ('amount', 313), ('includ', 218), ('share', 214), ('interest', 207), ('valu', 200), ('stock', 185), ('cost', 178), ('period', 169), ('cash', 168), ('incom', 165), ('invest', 163), ('equiti', 156), ('real', 153)]"
2739,211429,"['zero', 'down', 'dividend', 'dividends', 'division', 'document', 'dolex', 'dollar', 'dollars', 'dollarsand', 'domain', 'domest', 'doubt', 'drawdown', 'distribut']","[('the', 303), ('asset', 194), ('tax', 188), ('amount', 186), ('merchant', 172), ('includ', 155), ('incom', 154), ('cash', 152), ('valu', 149), ('may31,', 146), ('facil', 142), ('credit', 138), ('share', 135), ('interest', 134), ('report', 124)]"
2740,415154,"['zone', 'controlling', 'corporation', 'corpor', 'cooper', 'convertible', 'converted', 'convert', 'convers', 'control', 'credits', 'contributions', 'contribut', 'contractual', 'contractu']","[('the', 633), ('amount', 470), ('tax', 391), ('benefit', 375), ('$', 362), ('valu', 343), ('asset', 341), ('compani', 335), ('incom', 313), ('cash', 312), ('plan', 303), ('leas', 294), ('includ', 285), ('year', 283), ('relat', 281)]"
2741,0,0,0
2742,267408,"['zero', 'discuss', 'dispos', 'disputes', 'disruptions', 'distribut', 'distributed', 'distribution', 'distributions', 'divers', 'diversifi', 'divestitur', 'divid', 'dividend', 'dividends']","[('amount', 406), ('the', 328), ('asset', 328), ('valu', 274), ('financi', 257), ('net', 246), ('benefit', 242), ('plan', 221), ('tax', 213), ('cost', 208), ('fair', 203), ('includ', 202), ('incom', 200), ('cash', 197), ('period', 193)]"
2743,477137,"['zero', 'decim', 'decrease', 'decreas', 'declin', 'declared', 'declar', 'decision', 'decis', 'december31', 'deductions', 'december17', 'decemb', 'debt', 'debit']","[('the', 901), ('compani', 698), ('unit', 409), ('includ', 394), ('amount', 371), ('share', 359), (""company'"", 358), ('valu', 333), ('stock', 314), ('oper', 312), ('interest', 309), ('properti', 288), ('cash', 277), ('31,', 268), ('cost', 266)]"
2744,0,0,0
2745,0,0,0
2746,0,0,0
2747,526445,"['zero', 'disposal', 'dispersion', 'dispers', 'dismiss', 'discussion', 'discuss', 'discretion', 'discret', 'discounts', 'discounting', 'discounted', 'discount', 'discontinued', 'discontinu']","[('the', 727), ('amount', 644), ('includ', 533), ('valu', 530), ('compani', 494), ('fair', 458), ('asset', 423), ('invest', 401), ('net', 398), ('report', 397), ('loss', 385), ('use', 382), ('tax', 378), ('financi', 346), ('incom', 343)]"
2748,352204,"['zone', 'downgrad', 'econom', 'ebt', 'earnings', 'earned', 'earn', 'earlier', 'each', 'duty', 'dure', 'durat', 'duli', 'due', 'dryer']","[('the', 487), ('tax', 381), ('amount', 375), ('valu', 372), ('includ', 361), ('asset', 303), ('incom', 283), ('fair', 264), ('period', 250), ('fiscal', 250), (',', 235), ('report', 229), ('balanc', 227), ('share', 224), ('oper', 220)]"
2749,402450,"['yet', 'diversifi', 'dividends', 'document', 'dollar', 'dollars', 'dollarsinmillions', 'domain', 'domest', 'domicile', 'doubt', 'doubtful', 'down', 'drawdown', 'drawn']","[('$', 1296), (')', 995), ('tax', 443), ('asset', 440), ('amount', 439), ('—', 398), ('cost', 389), ('benefit', 358), ('includ', 344), ('incom', 337), ('financ', 335), ('net', 332), ('valu', 329), ('the', 274), ('plan', 271)]"
