,name,10-K,exibit,xbrl,EXCEL,GRAPHIC,JSON,XML,ZIP,CORRESP,COVER,RENDERED
180,0001067701-18-000006.txt,1,7,6,1,0,0,96,1,0,0,0
181,0001396009-18-000011.txt,1,6,6,1,32,0,124,1,0,0,0
182,0001193125-10-036116.txt,1,14,6,1,2,0,37,0,0,0,0
183,0001521332-14-000011.txt,1,8,6,2,1,0,147,1,0,0,0
184,0001099800-17-000008.txt,1,7,6,1,12,0,119,1,0,0,0
185,0001297996-17-000020.txt,1,14,6,1,1,0,122,1,0,0,0
186,0001193125-16-469798.txt,1,10,6,1,4,0,148,1,0,0,0
187,0001193125-11-343993.txt,1,8,6,1,1,0,92,1,0,0,0
188,0000723531-14-000014.txt,1,8,6,2,1,0,74,1,0,0,0
189,0000310764-14-000021.txt,1,10,6,2,2,0,90,1,0,0,0
190,0001193125-10-023041.txt,1,9,6,1,1,0,30,0,0,0,0
191,0000950123-10-015824.txt,1,9,6,1,4,0,39,0,0,0,0
192,0001193125-10-036481.txt,1,13,6,1,10,0,35,0,0,0,0
193,0001193125-12-133697.txt,1,8,6,1,1,0,98,1,0,0,0
194,0001047469-15-001298.txt,1,8,6,2,2,0,99,1,0,0,0
195,0001047122-15-000026.txt,1,7,6,2,1,0,120,1,0,0,0
196,0001326160-15-000008.txt,1,47,6,2,2,0,162,1,0,0,0
197,0001402057-13-000003.txt,1,8,6,1,0,0,91,1,0,0,0
198,0000028412-12-000031.txt,1,11,6,1,1,0,159,1,0,0,0
199,0001628280-17-011837.txt,1,6,6,1,1,0,123,1,0,0,0
200,0000049826-13-000007.txt,1,5,6,1,1,0,133,1,0,0,0
201,0001047469-13-001830.txt,1,7,6,1,0,0,100,1,0,0,0
202,0001140536-16-000035.txt,1,11,6,1,2,0,162,1,0,0,0
203,0001193125-10-043083.txt,1,10,6,1,9,0,36,0,0,0,0
204,0001628280-19-001771.txt,1,7,6,1,1,0,130,1,0,0,0
205,0001097149-13-000007.txt,1,5,6,1,2,0,90,1,0,0,0
206,0001140536-15-000003.txt,1,10,6,2,1,0,158,1,0,0,0
207,0001193125-12-284007.txt,1,6,6,1,1,0,77,1,0,0,0
208,0000711404-17-000044.txt,1,6,6,1,1,0,89,1,0,0,0
209,0000021665-19-000003.txt,1,7,6,1,4,0,99,1,0,0,0
210,0000062709-14-000008.txt,1,12,6,2,1,0,98,1,0,0,0
211,0000018230-17-000041.txt,2,13,6,1,8,0,134,1,0,0,0
212,0000910606-19-000006.txt,1,11,6,1,2,0,99,1,0,0,0
213,0000320187-18-000142.txt,1,7,6,1,2,0,82,1,0,0,0
214,0000024545-18-000009.txt,1,13,6,1,7,0,143,1,0,0,0
215,0000851968-13-000027.txt,1,8,6,1,0,0,92,1,0,0,0
216,0000010795-18-000036.txt,1,7,6,1,0,0,102,1,0,0,0
217,0000106640-12-000006.txt,1,7,6,1,3,0,98,1,0,0,0
218,0000016918-18-000033.txt,1,8,6,1,1,0,114,1,0,0,0
219,0001193125-17-056239.txt,1,8,6,1,1,0,80,1,0,0,0
220,0001193125-12-077085.txt,1,17,6,1,4,0,126,1,0,0,0
221,0001193125-11-047372.txt,1,8,6,1,3,0,112,1,0,0,0
222,0001101215-18-000066.txt,1,10,6,1,2,0,94,1,0,0,0
223,0001193125-12-478911.txt,1,9,6,1,1,0,112,1,0,0,0
224,0001558370-16-003258.txt,1,12,6,1,2,0,166,1,0,0,0
225,0000065984-11-000033.txt,1,65,6,1,1,0,103,1,0,0,0
226,0001193125-13-077574.txt,1,6,6,1,1,0,92,1,0,0,0
227,0001506307-14-000010.txt,1,12,6,2,1,0,134,1,0,0,0
228,0000310158-16-000063.txt,1,12,6,1,4,0,115,1,0,0,0
229,0000950123-11-017955.txt,1,6,6,1,2,0,30,1,0,0,0
230,0000779152-17-000040.txt,1,8,6,1,1,0,71,1,0,0,0
231,0001467858-12-000014.txt,1,11,6,1,0,0,181,1,0,0,0
232,0000719739-19-000018.txt,1,6,6,1,1,0,165,1,0,0,0
233,0001104659-15-009560.txt,1,9,6,2,0,0,104,1,0,0,0
234,0001193125-11-042145.txt,1,19,6,1,5,0,121,1,0,0,0
235,0000026172-14-000008.txt,1,9,6,2,2,0,102,1,0,0,0
236,0001047469-13-000878.txt,1,8,6,1,3,0,99,1,0,0,0
237,0000950123-11-017113.txt,1,7,6,1,1,0,29,1,0,0,0
238,0001193125-16-485039.txt,1,8,6,1,1,0,121,1,0,0,0
239,0001193125-14-260716.txt,1,8,6,2,0,0,117,1,0,0,0
240,0001510295-17-000017.txt,1,13,6,1,2,0,185,1,0,0,0
241,0001628280-15-001350.txt,1,12,6,2,2,0,77,1,0,0,0
242,0000883241-14-000008.txt,1,8,6,2,4,0,105,1,0,0,0
243,0001628280-16-011421.txt,1,5,6,1,1,0,112,1,0,0,0
244,0001013871-19-000007.txt,1,6,6,1,3,0,158,1,0,0,0
245,0000101778-19-000022.txt,1,12,6,1,6,0,115,1,0,0,0
246,0000104169-17-000021.txt,1,16,6,1,2,0,81,1,0,0,0
247,0001104659-10-063219.txt,1,9,6,1,2,0,126,1,0,0,0
248,0001193125-11-047496.txt,1,8,6,1,1,0,89,1,0,0,0
249,0001193125-17-062357.txt,1,11,6,1,1,0,122,1,0,0,0
250,0000950123-11-100028.txt,1,10,6,1,1,0,61,1,0,0,0
251,0001193125-13-039072.txt,1,9,6,1,1,0,103,1,0,0,0
252,0000922224-14-000024.txt,1,39,6,2,0,0,117,1,0,0,0
253,0000108772-14-000005.txt,1,15,6,2,2,0,121,1,0,0,0
254,0001193125-16-521424.txt,1,13,6,1,0,0,93,1,0,0,0
255,0000849399-17-000009.txt,1,7,6,1,33,0,86,1,0,0,0
256,0000764180-14-000025.txt,1,10,6,2,1,0,139,1,0,0,0
257,0001193125-13-075713.txt,1,8,6,1,1,0,121,1,0,0,0
258,0000723254-17-000020.txt,1,6,6,1,1,0,109,1,0,0,0
259,0000310158-15-000005.txt,1,14,6,2,4,0,114,1,0,0,0
260,0000740260-16-000201.txt,1,8,6,1,3,0,106,1,0,0,0
261,0001193125-12-075125.txt,1,13,6,1,2,0,144,1,0,0,0
262,0001564590-18-006671.txt,1,7,6,1,9,0,50,1,0,0,0
263,0001095073-12-000013.txt,2,6,6,1,1,0,146,1,0,0,0
264,0000720005-15-000075.txt,1,6,6,1,6,0,147,1,0,0,0
265,0000882184-17-000103.txt,1,10,6,1,1,0,85,1,0,0,0
266,0001104659-15-006843.txt,1,13,6,2,9,0,130,1,0,0,0
267,0000277135-12-000008.txt,1,10,6,1,1,0,80,1,0,0,0
268,0001510295-15-000007.txt,1,10,6,2,2,0,160,1,0,0,0
269,0001104659-10-007295.txt,1,14,6,1,0,0,29,0,0,0,0
270,0001136893-18-000011.txt,1,14,6,1,4,0,96,1,0,0,0
271,0001193125-12-077942.txt,1,8,6,1,0,0,114,1,0,0,0
272,0001193125-10-161874.txt,1,9,6,1,2,0,29,1,0,0,0
273,0001193125-13-027239.txt,2,20,6,1,14,0,75,1,0,0,0
274,0001193125-17-257248.txt,1,7,6,1,1,0,144,1,0,0,0
275,0001585689-16-000161.txt,1,8,6,1,13,0,146,1,0,0,0
276,0001555280-13-000008.txt,1,23,0,0,0,0,0,0,0,0,0
277,0001035002-14-000008.txt,1,13,6,2,1,0,101,1,0,0,0
278,0001193125-12-482840.txt,1,7,6,1,1,0,112,1,0,0,0
279,0000005272-15-000002.txt,1,7,6,2,39,0,178,1,0,0,0
280,0001374310-13-000008.txt,1,7,6,1,1,0,52,1,0,0,0
281,0001628280-16-011485.txt,1,7,6,1,2,0,132,1,0,0,0
282,0001051470-18-000082.txt,1,6,6,1,8,0,86,1,0,0,0
283,0001193125-10-068386.txt,1,7,6,1,2,0,27,0,0,0,0
284,0001193125-13-266625.txt,1,11,6,1,31,0,94,1,0,0,0
285,0000014272-15-000055.txt,1,12,6,2,1,0,103,1,0,0,0
286,0001047469-10-001364.txt,1,7,6,1,2,0,46,0,0,0,0
287,0001358071-16-000026.txt,1,11,6,1,9,0,93,1,0,0,0
288,0000077476-17-000010.txt,1,12,6,1,4,0,87,1,0,0,0
289,0001193125-10-042883.txt,1,21,6,1,14,0,43,0,0,0,0
290,0000006281-14-000039.txt,1,8,6,2,1,0,103,1,0,0,0
291,0001104659-19-008151.txt,1,8,6,1,1,0,116,1,0,0,0
292,0000200406-17-000006.txt,1,7,6,1,2,0,110,1,0,0,0
293,0001193125-14-069474.txt,1,8,6,2,2,0,128,1,0,0,0
294,0001336917-19-000011.txt,1,10,5,1,2,1,91,1,0,0,0
295,0000277135-16-000037.txt,1,8,6,1,2,0,78,1,0,0,0
296,0000039911-16-000269.txt,1,14,6,1,1,0,94,1,0,0,0
297,0000950123-10-015829.txt,1,13,6,1,2,0,36,0,0,0,0
298,0001445305-13-000205.txt,1,13,6,1,8,0,121,1,0,0,0
299,0000063908-15-000016.txt,2,8,6,2,0,0,71,1,0,0,0
300,0000063908-14-000019.txt,2,9,6,2,1,0,71,1,0,0,0
301,0000732717-12-000025.txt,1,46,6,1,1,0,98,1,0,0,0
302,0001075531-18-000015.txt,1,7,6,1,1,0,76,1,0,0,0
303,0000012927-18-000007.txt,1,7,6,1,1,0,144,1,0,0,0
304,0000950130-10-001579.txt,1,7,6,1,2,0,30,1,0,0,0
305,0001193125-14-202922.txt,1,6,6,2,1,0,92,1,0,0,0
306,0001065696-16-000076.txt,1,15,6,1,1,0,97,1,0,0,0
307,0001193125-12-077126.txt,1,6,6,1,1,0,73,1,0,0,0
308,0000354908-14-000014.txt,1,6,6,2,1,0,106,1,0,0,0
309,0000745732-15-000009.txt,1,7,6,2,1,0,69,1,0,0,0
310,0000884887-18-000017.txt,1,8,6,1,1,0,83,1,0,0,0
311,0001623613-18-000010.txt,1,6,6,1,9,0,155,1,0,0,0
312,0001104659-15-061122.txt,1,10,6,1,0,0,91,1,0,0,0
313,0001193125-10-044584.txt,1,10,6,1,17,0,37,0,0,0,0
314,0000038777-18-000233.txt,1,6,6,1,0,0,94,1,0,0,0
315,0001047862-17-000029.txt,1,19,6,1,2,0,149,1,0,0,0
316,0001193125-17-050077.txt,1,8,6,1,2,0,133,1,0,0,0
317,0001144204-12-012007.txt,1,6,6,1,1,0,76,1,0,0,0
318,0001193125-11-305888.txt,1,7,6,1,31,0,75,1,0,0,0
319,0000766421-18-000015.txt,1,9,6,1,19,0,82,1,0,0,0
320,0001104659-12-058698.txt,1,8,6,1,0,0,89,1,0,0,0
321,0001193125-18-058659.txt,1,7,6,1,0,0,82,1,0,0,0
322,0000089800-16-000026.txt,1,17,6,1,28,0,89,1,0,0,0
323,0001393612-19-000011.txt,1,7,6,1,3,0,139,1,0,0,0
324,0001193125-12-067457.txt,1,6,6,1,1,0,80,1,0,0,0
325,0001306830-12-000015.txt,1,14,6,1,2,0,205,1,0,0,0
326,0000009389-11-000014.txt,1,11,6,1,1,0,31,1,0,0,0
327,0000096021-16-000275.txt,1,9,6,1,2,0,109,1,0,0,0
328,0001013871-18-000011.txt,1,15,6,1,8,0,157,1,0,0,0
329,0001193125-13-346761.txt,1,12,6,1,4,0,193,1,0,0,0
330,0000936340-16-000243.txt,1,17,6,1,2,0,148,1,0,0,0
331,0001047469-12-001617.txt,1,9,6,1,0,0,87,1,0,0,0
332,0001047469-12-001690.txt,1,6,6,1,2,0,73,1,0,0,0
333,0000831001-15-000043.txt,1,11,6,2,16,0,185,1,0,0,0
334,0000072741-19-000017.txt,1,16,6,1,10,0,162,1,0,0,0
335,0000950123-10-014958.txt,1,11,5,1,7,0,27,0,0,0,0
336,0001551182-13-000005.txt,1,24,6,1,0,0,97,1,0,0,0
337,0001564590-18-003808.txt,1,7,6,1,2,0,88,1,0,0,0
338,0000004127-14-000046.txt,1,7,6,2,0,0,78,1,0,0,0
339,0001193125-10-028438.txt,1,8,0,0,1,0,0,0,0,0,0
340,0000950123-14-003031.txt,1,5,0,0,7,0,0,0,0,0,0
341,0001193125-12-086670.txt,1,8,6,1,3,0,109,1,0,0,0
342,0001193125-14-051838.txt,1,89,6,2,1,0,117,1,0,0,0
343,0000070858-13-000097.txt,1,15,6,1,6,0,162,1,0,0,0
344,0001193125-13-239625.txt,1,13,6,1,2,0,78,1,0,0,0
345,0001193125-14-077632.txt,1,13,6,2,0,0,97,1,0,0,0
346,0000059558-15-000010.txt,1,11,6,2,0,0,181,1,0,1,0
347,0000011544-15-000010.txt,1,4,6,2,0,0,123,1,0,0,0
348,0000797468-13-000011.txt,1,11,6,1,13,0,70,1,0,0,0
349,0000078239-19-000011.txt,1,6,6,1,1,0,105,1,0,0,0
350,0001193125-12-070269.txt,1,8,6,1,1,0,103,1,0,0,0
351,0000723125-12-000156.txt,1,20,6,1,4,0,115,1,0,0,0
352,0001193125-10-043155.txt,1,42,6,1,2,0,32,0,0,0,0
353,0000950123-11-020223.txt,1,7,6,1,0,0,24,1,0,0,0
354,0000029905-18-000013.txt,1,5,6,1,1,0,86,1,0,0,0
355,0001193125-12-084319.txt,1,18,6,1,7,0,109,1,1,0,0
356,0001564590-19-003885.txt,1,29,6,1,1,0,91,1,0,0,0
357,0001636023-16-000362.txt,1,8,6,1,0,0,104,1,0,0,0
358,0000313616-14-000023.txt,1,8,6,2,0,0,114,1,0,0,0
359,0000354950-14-000008.txt,1,8,6,2,1,0,63,1,0,0,0
360,0001193125-10-267422.txt,1,7,6,1,7,0,100,1,0,0,0
361,0001047469-16-013278.txt,1,11,6,1,1,0,94,1,0,0,0
362,0001558370-19-006311.txt,1,7,6,1,1,0,171,1,0,0,0
363,0000027419-15-000012.txt,1,17,6,2,13,0,102,1,0,0,0
