,count
2559,54390
2560,36831
2561,5
2562,51527
2563,56840
2564,55248
2565,36818
2566,54350
2567,50362
2568,139643
2569,61020
2570,22925
2571,0
2572,31458
2573,61339
2574,114326
2575,49518
2576,51314
2577,468524
2578,75069
2579,0
2580,1
2581,113735
2582,81520
2583,64670
2584,35235
2585,178907
2586,99808
2587,70595
2588,3
2589,60150
2590,43226
2591,61889
2592,57507
2593,41663
2594,35052
2595,60838
2596,57741
2597,0
2598,33650
2599,41260
2600,37790
2601,81050
2602,46140
2603,50796
2604,46927
2605,52502
2606,58816
2607,0
2608,106526
2609,33226
2610,47724
2611,68766
2612,68247
2613,27892
2614,155638
2615,55886
2616,76503
2617,2
2618,27111
2619,142296
2620,42400
2621,25567
2622,46021
2623,31913
2624,141444
2625,214965
2626,82729
2627,47281
2628,47129
2629,31928
2630,52750
2631,60507
2632,34442
2633,34383
2634,48448
2635,57256
2636,64637
2637,58155
2638,113820
2639,29810
2640,43651
2641,25718
2642,0
2643,3
2644,83814
2645,58764
2646,36235
2647,45258
2648,89302
2649,0
2650,36767
2651,32265
2652,57312
2653,24441
2654,50804
2655,47131
2656,28749
2657,1
2658,18686
2659,46742
2660,51762
2661,58952
2662,33665
2663,51163
2664,45744
2665,119110
2666,47584
2667,58998
2668,0
2669,0
2670,44722
2671,38203
2672,57731
2673,38689
2674,50800
2675,29621
2676,80677
2677,36446
2678,57101
2679,49117
2680,0
2681,4
2682,43937
2683,0
2684,40672
2685,101937
2686,58127
2687,26932
2688,0
2689,55462
2690,68291
2691,37856
2692,48802
2693,61324
2694,37924
2695,60526
2696,55695
2697,66531
2698,47632
2699,47855
2700,60688
2701,0
2702,48598
2703,33966
2704,25788
2705,83760
2706,96820
2707,45223
2708,84790
2709,52953
2710,62510
2711,0
2712,0
2713,29320
2714,41509
2715,0
2716,25801
2717,4
2718,29212
2719,41273
2720,43522
2721,35720
2722,67396
2723,296957
2724,27025
2725,54251
2726,72114
2727,27239
2728,74852
2729,37570
2730,58217
2731,115906
2732,57749
2733,17945
2734,48078
2735,46865
2736,45904
2737,96790
2738,27164
2739,31464
2740,44946
2741,143755
2742,59177
2743,369355
2744,2
2745,90357
2746,35305
2747,89112
2748,51330
2749,38013
2750,0
2751,0
2752,0
2753,32483
2754,0
2755,42730
2756,41541
2757,49325
2758,32906
2759,51161
2760,27695
2761,31418
2762,43855
2763,40116
2764,50824
2765,34584
2766,42519
2767,44555
2768,1
2769,29060
2770,62244
2771,22586
2772,0
2773,54364
2774,60421
2775,49545
2776,40534
2777,163411
2778,38966
2779,27442
2780,76453
2781,32603
2782,51122
2783,48392
2784,58160
2785,26436
2786,48431
2787,47477
2788,51364
2789,60084
2790,37393
2791,36935
2792,51370
2793,45885
2794,0
2795,2
2796,72524
2797,37046
2798,39116
2799,45469
2800,119032
2801,0
2802,55726
2803,44567
2804,28991
2805,29712
2806,29058
2807,32544
2808,3
2809,40636
2810,58506
2811,55309
2812,28916
2813,121610
2814,41074
2815,122591
2816,74660
2817,42190
2818,0
2819,74754
2820,471207
2821,35857
2822,102656
2823,65255
2824,0
2825,51974
2826,24915
2827,96839
2828,33208
2829,46112
2830,155824
2831,0
2832,97295
2833,64231
2834,43564
2835,38933
2836,67710
2837,35537
2838,76058
2839,43211
2840,1
2841,44163
2842,112815
2843,33866
2844,32327
2845,37497
2846,28124
2847,79312
2848,68884
2849,86657
2850,43482
2851,71900
2852,35541
2853,83371
2854,39066
2855,85349
2856,0
2857,69867
2858,42348
2859,43363
2860,43997
2861,58893
2862,51354
2863,0
2864,45244
2865,70066
2866,35062
2867,46659
2868,53415
2869,109858
2870,128788
2871,31569
2872,41487
2873,130424
2874,72437
2875,42672
2876,29437
2877,30427
2878,36427
2879,34935
2880,62462
2881,70074
2882,0
2883,58950
2884,45945
2885,50842
2886,38375
2887,46708
2888,65322
2889,71494
2890,172112
2891,90942
2892,25106
2893,156092
2894,31633
2895,52721
2896,68049
2897,55123
2898,24506
2899,44657
2900,141312
2901,0
2902,48688
2903,0
2904,50394
2905,50531
2906,55109
2907,32747
2908,0
2909,0
2910,39362
2911,72884
2912,33505
2913,49340
2914,52619
2915,0
2916,34258
2917,142997
2918,49158
2919,26723
2920,37089
2921,41474
2922,43499
2923,0
2924,0
2925,39198
2926,0
2927,24040
2928,26452
2929,25175
2930,25626
2931,39992
2932,82947
2933,55388
2934,67486
2935,38867
2936,41551
2937,125634
2938,50463
2939,64448
2940,63116
2941,58472
2942,37249
2943,33188
2944,94372
2945,151931
2946,161364
2947,56282
2948,30009
2949,46143
2950,55400
2951,0
2952,54131
2953,33584
2954,58869
2955,34509
2956,69058
2957,133152
2958,0
2959,0
2960,52064
2961,40593
2962,58051
2963,442803
2964,65389
2965,39050
2966,39768
2967,39183
2968,30026
2969,33577
2970,62504
2971,55679
2972,63317
2973,77423
2974,0
2975,6
2976,19882
2977,39188
2978,35577
2979,197995
2980,19514
2981,51329
2982,26894
2983,37740
2984,52064
2985,44390
2986,48145
2987,74211
2988,56942
2989,54051
2990,73471
2991,76645
2992,2
2993,75143
2994,42824
2995,47389
2996,0
2997,80452
2998,52610
2999,0
3000,55342
3001,51575
3002,0
3003,71631
3004,85588
3005,61545
3006,63385
3007,41570
3008,37756
3009,33745
3010,0
3011,38767
3012,42748
3013,0
3014,24159
3015,63232
3016,114890
3017,62007
3018,33477
3019,80766
3020,55910
3021,0
3022,47148
3023,99204
3024,41767
3025,61376
3026,103074
3027,44039
3028,63461
3029,35197
3030,1
3031,39394
3032,51920
3033,54866
3034,0
3035,83786
3036,6
3037,48577
3038,0
3039,41549
3040,35712
3041,1
3042,59588
3043,36435
3044,31335
3045,51091
3046,105692
3047,30807
3048,0
3049,93185
3050,57681
3051,100924
3052,41585
3053,28691
3054,39507
3055,74305
3056,44319
3057,18422
3058,144362
3059,0
3060,16846
3061,11681
3062,44775
3063,54630
3064,53245
3065,99172
3066,58965
3067,52336
3068,32814
3069,30510
3070,84265
3071,60103
3072,0
3073,32084
3074,74791
3075,38740
3076,44954
3077,26882
3078,30640
3079,30110
3080,53457
3081,67778
3082,28153
3083,52558
3084,37634
3085,55276
3086,90083
3087,44145
3088,34993
3089,94785
3090,37730
3091,2
3092,23456
3093,51741
3094,59595
3095,0
3096,0
3097,77484
3098,27499
3099,47133
3100,69349
3101,73624
3102,0
3103,116075
3104,0
3105,39287
3106,55361
3107,43372
3108,92717
3109,52277
3110,25437
3111,1
3112,37393
3113,44723
3114,62198
3115,53980
3116,49912
3117,32268
3118,48675
3119,94012
3120,38892
3121,44489
3122,36400
3123,0
3124,38760
3125,37423
3126,51969
3127,32899
3128,73682
3129,34909
3130,54674
3131,44677
3132,137859
3133,44719
3134,1
3135,2
3136,0
3137,85994
3138,95536
3139,0
3140,81826
3141,32653
3142,89057
3143,53420
3144,1
3145,53185
3146,67951
3147,55361
3148,0
3149,23847
3150,56148
3151,51336
3152,59362
3153,22027
3154,61045
3155,44598
3156,37298
3157,74067
3158,107395
3159,38857
3160,42252
3161,50843
3162,40957
3163,0
3164,45726
3165,29585
3166,28669
3167,34231
3168,34053
3169,15427
3170,3
3171,73182
3172,79034
3173,59438
3174,0
3175,33607
3176,60073
3177,0
3178,38322
3179,52808
3180,70548
3181,100449
3182,27072
3183,41184
3184,72306
3185,37343
3186,80272
3187,25747
3188,47224
3189,1
3190,51935
3191,35077
3192,55310
3193,221354
3194,28720
3195,2
3196,50595
3197,24334
3198,47387
3199,58815
3200,62163
3201,23647
3202,0
3203,40788
3204,39858
3205,108734
3206,77740
3207,100738
3208,162127
3209,37777
3210,16521
3211,56619
3212,32970
3213,79234
3214,58693
3215,43525
3216,127773
3217,84789
3218,59618
3219,63934
3220,167644
3221,39574
3222,62546
3223,23653
3224,0
3225,46829
3226,23907
3227,107571
3228,0
3229,78749
3230,46777
3231,20778
3232,37546
3233,52673
3234,51881
3235,52096
3236,40491
3237,16050
3238,31388
3239,47666
3240,61199
3241,40669
3242,0
3243,58392
3244,79949
3245,73260
3246,1
3247,0
3248,51771
3249,26748
3250,0
3251,103058
3252,2
3253,1
3254,23200
3255,43744
3256,108592
3257,0
3258,37976
3259,122897
3260,72649
3261,36636
3262,33776
3263,59961
3264,49547
3265,34699
3266,102209
3267,59710
3268,123841
3269,25867
3270,2
3271,72858
3272,27837
3273,46964
3274,36545
3275,38460
3276,170423
3277,0
3278,45410
3279,51323
3280,40289
3281,144549
3282,67084
3283,26451
3284,2
3285,68010
3286,20622
3287,87144
3288,28566
3289,41204
3290,41859
3291,49006
3292,53149
3293,39668
3294,73478
3295,69068
3296,117948
3297,31465
3298,44686
3299,38360
3300,61959
3301,56545
3302,80060
3303,0
3304,89015
3305,35409
3306,23994
3307,33047
3308,87899
3309,16641
3310,62582
3311,52539
3312,71808
3313,77319
3314,0
3315,28841
3316,39407
3317,41463
3318,35864
3319,22290
3320,57309
3321,55433
3322,28630
3323,58108
3324,42337
3325,49042
3326,49156
3327,51652
3328,28808
3329,2
3330,47857
3331,94457
3332,48962
3333,0
3334,54552
3335,34721
3336,0
3337,107151
3338,59780
3339,53197
3340,80803
3341,94544
3342,55970
3343,30640
3344,79164
3345,40480
3346,2
3347,44651
3348,41913
3349,50732
3350,20359
3351,50911
3352,52409
3353,72065
3354,30606
3355,39050
3356,1
3357,0
3358,29438
3359,47087
3360,21216
3361,75563
3362,125537
3363,0
3364,1
3365,0
3366,73914
3367,43317
3368,100490
3369,16850
3370,45673
3371,0
3372,0
3373,77097
3374,0
3375,38991
3376,62128
3377,35417
3378,37614
3379,35427
3380,71232
3381,270915
3382,36385
3383,53422
3384,36511
3385,80962
3386,20657
3387,120040
3388,53871
3389,53315
3390,0
3391,48554
3392,89597
3393,32492
3394,0
3395,61147
3396,29541
3397,39804
3398,42243
3399,1
3400,32761
3401,47340
3402,37636
3403,45534
3404,59718
3405,36402
3406,36811
3407,48968
3408,0
3409,0
3410,0
3411,33937
3412,46075
3413,39703
3414,56574
3415,57648
3416,41418
3417,36856
3418,40070
3419,291192
3420,61331
3421,0
3422,39075
3423,28582
3424,43221
3425,101087
3426,43767
3427,71546
3428,48309
3429,43897
3430,100986
3431,74183
3432,34049
3433,57951
3434,0
3435,31242
3436,39250
3437,41090
3438,80597
3439,34016
3440,30267
3441,35881
3442,49981
3443,56039
3444,47139
3445,86074
3446,34886
3447,0
3448,34094
3449,48164
3450,39670
3451,41408
3452,56171
3453,0
3454,1
3455,34347
3456,35543
3457,102768
3458,76055
3459,0
3460,86595
3461,34848
3462,34499
3463,123281
3464,56525
3465,69301
3466,41794
3467,46844
3468,44201
3469,44225
3470,77344
3471,62213
3472,32027
3473,74390
3474,0
3475,48829
3476,46194
3477,19746
3478,87463
3479,37222
3480,42041
3481,36704
3482,59276
3483,46547
3484,35907
3485,32658
3486,38671
3487,36809
3488,61624
3489,48949
3490,48414
3491,26419
3492,0
3493,38207
3494,4
3495,38718
3496,31577
3497,78252
3498,33927
3499,1
3500,70271
3501,28485
3502,57246
3503,30641
3504,0
3505,69293
3506,0
3507,75280
3508,154775
3509,0
3510,37649
3511,69650
3512,0
3513,115859
3514,130251
3515,62740
3516,30860
3517,0
3518,31440
3519,71419
3520,0
3521,16677
3522,41039
3523,77303
3524,47206
3525,52866
3526,49784
3527,89818
3528,115768
3529,47048
3530,97124
3531,36067
3532,1
3533,44454
3534,26831
3535,39097
3536,89391
3537,28127
3538,48022
3539,26734
3540,90940
3541,26135
3542,0
3543,30781
3544,1
3545,56208
3546,74721
3547,36231
3548,35431
3549,39695
3550,33226
3551,18328
3552,42203
3553,5
3554,33454
3555,56601
3556,40340
3557,48186
3558,30708
3559,0
3560,36002
3561,40859
3562,46900
3563,0
3564,32036
3565,64561
3566,69884
3567,72398
3568,42934
3569,275155
3570,52894
3571,0
3572,73678
3573,1
3574,29899
3575,48516
3576,42140
3577,41375
3578,89437
3579,37591
3580,84244
3581,41512
3582,35436
3583,35472
3584,53538
3585,48314
3586,52252
3587,37408
3588,0
3589,61505
3590,56781
3591,57878
3592,5
3593,87658
3594,49460
3595,53492
3596,37397
3597,31474
3598,32983
3599,33683
3600,2
3601,41634
3602,43305
3603,50832
3604,26476
3605,42200
3606,35033
3607,62357
3608,34748
3609,34151
3610,91166
3611,50041
3612,35504
3613,0
3614,48114
3615,42086
3616,27323
3617,57642
3618,60087
3619,0
3620,0
3621,38264
3622,114471
3623,0
3624,83970
3625,29499
3626,33908
3627,77022
3628,56864
3629,98967
3630,0
3631,36292
3632,40749
3633,40519
3634,46515
3635,4
3636,21066
3637,54192
3638,33323
3639,32125
3640,30623
3641,45942
3642,89334
3643,0
3644,0
3645,43451
3646,31949
3647,156235
3648,57163
3649,37681
3650,54888
3651,71944
3652,0
3653,7
3654,53275
3655,58992
3656,37452
3657,15687
3658,29518
3659,45503
3660,44388
3661,39529
3662,17931
3663,38816
3664,33909
3665,48978
3666,32532
3667,76465
3668,46015
3669,55966
3670,31510
3671,0
3672,41917
3673,67152
3674,3
3675,0
3676,24799
3677,36650
3678,0
3679,44976
3680,180285
3681,51813
3682,47688
3683,58910
3684,47049
3685,34544
3686,71457
3687,22193
3688,38272
3689,1
3690,232806
3691,34763
3692,48444
3693,98985
3694,54683
3695,0
3696,238927
3697,44808
3698,50005
3699,79596
3700,32214
3701,52753
3702,0
3703,65260
3704,50649
3705,55293
3706,48994
3707,42257
3708,43673
3709,70725
3710,50217
3711,45424
3712,49194
3713,45890
3714,23590
3715,132064
3716,67901
3717,29694
3718,24812
3719,44597
3720,56841
3721,81269
3722,44429
3723,49097
3724,32415
3725,33007
3726,31214
3727,110041
3728,30086
3729,0
3730,68093
3731,81714
3732,79902
3733,14
3734,165550
3735,37620
3736,55699
3737,44136
3738,123050
3739,101795
3740,60552
3741,61872
3742,38084
3743,1
3744,15913
3745,33718
3746,50894
3747,63977
3748,53492
3749,0
3750,32639
3751,46677
3752,37415
3753,39393
3754,96151
3755,42006
3756,38022
3757,27164
3758,151424
3759,14970
3760,14785
3761,2
3762,0
3763,81003
3764,108504
3765,39618
3766,48137
3767,53410
3768,95935
3769,113723
3770,42436
3771,91671
3772,52063
3773,38854
3774,61413
3775,0
3776,45487
3777,78978
3778,0
3779,93611
3780,70477
3781,21229
3782,0
3783,103308
3784,31369
3785,84832
3786,0
3787,0
3788,24690
3789,32210
3790,101498
3791,51775
3792,27412
3793,60331
3794,35467
3795,33170
3796,47494
3797,74073
3798,129427
3799,43945
3800,45704
3801,36847
3802,73310
3803,47346
3804,36776
3805,73352
3806,19732
3807,32566
3808,77866
3809,47448
3810,71990
3811,40945
3812,52492
3813,41616
3814,77509
3815,62200
3816,0
3817,0
3818,86800
3819,28830
3820,0
3821,62729
3822,33954
3823,33993
3824,50869
3825,56424
3826,30409
3827,51535
3828,41349
3829,3
3830,38021
3831,67689
3832,37886
3833,41609
3834,144803
3835,140658
3836,38221
3837,266226
3838,48643
3839,90087
3840,42904
3841,79071
3842,44104
3843,34102
3844,117857
3845,18245
3846,46582
3847,54152
3848,28762
3849,139895
3850,63222
3851,80138
3852,63764
3853,152251
3854,55147
3855,157990
3856,24872
3857,32140
3858,56457
3859,28385
3860,31967
3861,0
3862,36569
3863,1
3864,0
3865,26798
3866,42493
3867,0
3868,46821
3869,89437
3870,31843
3871,61244
3872,58640
3873,47493
3874,403048
3875,46901
3876,69026
3877,32417
3878,57396
3879,28293
3880,39047
3881,36606
3882,104643
3883,61072
3884,30327
3885,27024
3886,2
3887,138624
3888,55207
3889,47142
3890,86180
3891,57795
3892,61425
3893,78126
3894,22382
3895,26519
3896,47580
3897,0
3898,0
3899,50950
3900,44868
3901,20707
3902,0
3903,47490
3904,58159
3905,53623
3906,71477
3907,65426
3908,47092
3909,19681
3910,38915
3911,65821
3912,47569
3913,65774
3914,21808
3915,30658
3916,31976
3917,26472
3918,59289
3919,39088
3920,0
3921,165932
3922,38844
3923,36915
3924,37064
3925,43007
3926,41893
3927,53606
3928,27559
3929,43545
3930,42507
3931,43676
3932,72720
3933,74553
3934,42169
3935,30084
3936,51077
3937,31405
3938,30359
3939,32708
3940,36532
3941,39750
3942,33836
3943,79930
3944,40418
3945,51141
3946,196076
3947,0
3948,0
3949,44411
3950,39363
3951,1
3952,99314
3953,0
3954,28411
3955,36974
3956,29801
3957,71161
3958,0
3959,38326
3960,3
3961,70932
3962,46276
3963,29295
3964,0
3965,47495
3966,72791
3967,74293
3968,34121
3969,18378
3970,35307
3971,0
3972,63399
3973,0
3974,56338
3975,43721
3976,35011
3977,37679
3978,39013
3979,141834
3980,77154
3981,66943
3982,35683
3983,74308
3984,31869
3985,20403
3986,54410
3987,370283
3988,42561
3989,84576
3990,100320
3991,50769
3992,37568
3993,35068
3994,41880
3995,58453
3996,52875
3997,0
3998,38427
3999,28367
4000,38287
4001,45829
4002,65284
4003,36367
4004,50127
4005,66442
4006,44390
4007,72350
4008,42648
4009,129916
4010,77693
4011,42871
4012,43991
4013,30978
4014,30932
4015,108070
4016,152485
4017,51151
4018,69898
4019,42819
4020,0
4021,59676
4022,61591
4023,0
4024,54681
4025,20233
4026,98736
4027,44774
4028,47235
4029,64218
4030,57797
4031,71979
4032,49731
4033,78481
4034,66731
4035,59678
4036,45734
4037,36706
4038,43276
4039,67106
4040,23723
4041,33899
4042,56728
4043,134706
4044,164309
4045,49915
4046,84995
4047,48637
4048,42245
4049,42013
4050,0
4051,49425
4052,50749
4053,52013
4054,0
4055,88457
4056,3
4057,44884
4058,40517
4059,65849
4060,51864
4061,35055
4062,4
4063,48361
4064,1
4065,0
4066,45096
4067,43784
4068,116196
4069,39987
4070,46834
4071,49114
4072,77297
4073,10724
4074,53001
4075,38048
4076,0
4077,58597
4078,35238
4079,0
4080,37500
4081,69333
4082,25067
4083,34591
4084,71045
4085,28318
4086,95976
4087,56896
4088,64509
4089,52053
4090,33308
4091,3
4092,33275
4093,39806
4094,67086
4095,46182
4096,37597
4097,49464
4098,44459
4099,51070
4100,83061
4101,63190
4102,40776
4103,114057
4104,96943
4105,49950
4106,32478
4107,44723
4108,63870
4109,52325
4110,22461
4111,40295
4112,31871
4113,26505
4114,29484
4115,39775
4116,119748
4117,30586
4118,38777
4119,29534
4120,43499
4121,48790
4122,51965
4123,57785
4124,62864
4125,33441
4126,33433
4127,53601
4128,41476
4129,29457
4130,42380
4131,37969
4132,123837
4133,45910
4134,44495
4135,27394
4136,35694
4137,55720
4138,76704
4139,40455
4140,29398
4141,36857
4142,69863
4143,44976
4144,72483
4145,39624
4146,19460
4147,45508
4148,49248
4149,14791
4150,65151
4151,32670
4152,115896
4153,49997
4154,49530
4155,58104
4156,59358
4157,0
4158,38299
4159,53537
4160,2
4161,82105
4162,0
4163,4
4164,154634
4165,47515
4166,26129
4167,27110
4168,0
4169,84365
4170,65550
4171,59956
4172,69896
4173,49770
4174,48564
4175,39991
4176,61155
4177,2
4178,34291
4179,28326
4180,56772
4181,113354
4182,31029
4183,51156
4184,1
4185,32485
4186,51834
4187,51225
4188,0
4189,0
4190,88660
4191,55227
4192,62502
4193,0
4194,46386
4195,42510
4196,35134
4197,42287
4198,41560
4199,36254
4200,28100
4201,1
4202,46965
4203,43040
4204,55194
4205,144625
4206,80312
4207,30579
4208,38822
4209,36255
4210,66565
4211,61591
4212,48658
4213,40487
4214,22599
4215,8
4216,55324
4217,74879
4218,0
4219,39272
4220,49183
4221,133277
4222,36639
4223,37491
4224,48490
4225,53960
4226,3
4227,1
4228,88489
4229,33222
4230,33383
4231,77883
4232,42834
4233,41496
4234,27153
4235,27063
4236,29482
4237,77102
4238,27086
4239,66421
4240,75160
4241,48338
4242,32861
4243,49145
4244,26898
4245,144232
4246,46368
4247,0
4248,52204
4249,46351
4250,66667
4251,118575
4252,119992
4253,41037
4254,59304
4255,36751
4256,0
4257,1
4258,33350
4259,31564
4260,27823
4261,57407
4262,30237
4263,76741
4264,93992
4265,26321
4266,41355
4267,61481
4268,43870
4269,199811
4270,29513
4271,27275
4272,135046
4273,119921
4274,78973
4275,41612
4276,43635
4277,0
4278,39483
4279,35235
4280,4
4281,40276
4282,36918
4283,107072
4284,92569
4285,42934
4286,29115
4287,41204
4288,54297
4289,118529
4290,55715
4291,64428
4292,63014
4293,0
4294,29570
4295,31815
4296,61107
4297,51502
4298,60513
4299,0
4300,33748
4301,24866
4302,71616
4303,38549
4304,34884
4305,38792
4306,32619
4307,44260
4308,27901
4309,18608
4310,74474
4311,46617
4312,79707
4313,69080
4314,0
4315,103596
4316,61701
4317,39255
4318,44642
4319,40268
4320,69173
4321,45912
4322,20839
4323,0
4324,1
4325,49657
4326,50629
4327,41924
4328,15252
4329,153786
4330,62053
4331,65172
4332,93721
4333,39368
4334,42553
4335,41273
4336,77190
4337,36113
4338,56933
4339,38566
4340,31938
4341,27060
4342,41644
4343,35274
4344,45796
4345,26092
4346,54757
4347,36113
4348,3
4349,80307
4350,53828
4351,53536
4352,77228
4353,31308
4354,41181
4355,78013
4356,0
4357,53214
4358,41688
4359,40406
4360,0
4361,39944
4362,0
4363,42178
4364,85087
4365,69188
4366,0
4367,35021
4368,35354
4369,48755
4370,46682
4371,50978
4372,20798
4373,39135
4374,44729
4375,82513
4376,37137
4377,47230
4378,78215
4379,45546
4380,50420
4381,46965
4382,102146
4383,0
4384,133101
4385,36239
4386,0
4387,43724
4388,30282
4389,83124
4390,59087
4391,5
4392,45751
4393,0
4394,0
4395,55937
4396,45226
4397,155368
4398,81869
4399,90780
4400,77752
4401,0
4402,62671
4403,0
4404,35934
4405,46002
4406,1
4407,38502
4408,73506
4409,41081
4410,52566
4411,42370
4412,0
4413,46561
4414,53916
4415,0
4416,38167
4417,326378
4418,41365
4419,66723
4420,39373
4421,79566
4422,39610
4423,113016
4424,73599
4425,43300
4426,0
4427,6
4428,4
4429,45915
4430,44923
4431,40495
4432,61430
4433,0
4434,39342
4435,34800
4436,105210
4437,35023
4438,55970
4439,1
4440,40765
4441,33311
4442,45076
4443,47731
4444,47740
4445,134531
4446,58448
4447,52121
4448,29692
4449,41619
4450,23750
4451,1
4452,129979
4453,32886
