,name,cik,year,number,character_count,word_count,important_words,frequent_words
2209,0000930413-11-000961,930413,11,961,15,2,['instant'],"[('instant', 2)]"
2210,0001628280-18-001756,1628280,18,1756,253356,38717,"['zero', 'disposit', 'disclosed', 'discloses', 'disclosur', 'disclosure', 'disclosures', 'discontinu', 'discontinued', 'discount', 'discounts', 'discuss', 'dispers', 'dispos', 'disposals']","[('tax', 353), ('amount', 337), ('We', 288), ('asset', 251), ('includ', 233), ('valu', 226), ('incom', 219), ('oper', 196), ('use', 187), ('the', 185), ('million', 184), ('report', 177), ('cash', 152), ('cost', 146), ('fair', 146)]"
2211,0001104659-13-011967,1104659,13,11967,612568,92729,"['zte', 'deriv', 'dollar', 'dodg', 'document', 'division', 'divis', 'dividends', 'dividend', 'divid', 'district', 'distributor', 'distributions', 'distribution', 'distribut']","[('the', 620), ('amount', 469), ('echostar', 436), ('valu', 411), ('servic', 404), ('includ', 401), ('relat', 393), ('certain', 389), ('oper', 378), ('stock', 377), ('tax', 357), ('asset', 337), ('agreement', 336), ('cost', 326), ('We', 316)]"
2212,0001031296-13-000010,1031296,13,10,497292,76119,"['zone', 'domest', 'due', 'dsp', 'drug', 'drawn', 'drawdown', 'draw', 'draft', 'downgrad', 'down', 'domestic', 'domain', 'divestitur', 'dollars']","[('the', 776), ('amount', 557), ('valu', 429), ('tax', 419), ('asset', 415), ('includ', 389), ('oper', 365), ('net', 361), ('cost', 349), ('incom', 326), ('fair', 314), ('year', 304), ('period', 303), ('million', 273), ('cash', 266)]"
2213,0000109380-16-000345,109380,16,345,300783,44643,"['zions', 'eighti', 'election', 'elected', 'elect', 'elapsed', 'either', 'eitf', 'effects', 'elements', 'effect', 'educ', 'edn', 'economic', 'econom']","[('amount', 524), ('includ', 391), ('valu', 332), ('the', 306), ('loan', 274), ('fair', 258), ('secur', 245), ('invest', 237), ('loss', 227), ('period', 216), ('asset', 216), ('report', 214), ('use', 213), ('incom', 206), ('financi', 199)]"
2214,0001144204-10-009164,1144204,10,9164,0,0,0,0
2215,0001193125-12-088047,1193125,12,88047,355799,52784,"['zurich', 'derivatives', 'designation', 'design', 'description', 'descript', 'describ', 'derived', 'deriv', 'denver', 'depreciation', 'depreci', 'deposits', 'depositori', 'deposit']","[('the', 745), ('tax', 491), ('corpor', 393), ('amount', 372), ('benefit', 367), ('asset', 341), ('includ', 309), ('valu', 289), ('net', 274), ('stock', 264), ('plan', 253), ('incom', 250), ('period', 249), (""corporation'"", 244), ('cash', 233)]"
2216,0000096021-12-000062,96021,12,62,413645,63618,"['zone', 'enact', 'earli', 'earliest', 'earn', 'earned', 'earnings', 'econom', 'educ', 'effect', 'ein', 'either', 'elect', 'elected', 'election']","[('$', 737), ('the', 691), ('tax', 626), ('amount', 532), ('valu', 502), ('plan', 477), ('asset', 448), ('fiscal', 425), ('benefit', 420), ('includ', 362), ('incom', 361), ('net', 336), ('fair', 333), ('stock', 319), ('million', 294)]"
2217,0001193125-16-457703,1193125,16,457703,513536,77684,"['zero', 'describ', 'deriv', 'derecognit', 'depreciation', 'depreci', 'deprecation', 'deposits', 'deposit', 'deplet', 'depend', 'departur', 'denomin', 'demand', 'deliveri']","[('tax', 562), ('the', 555), ('amount', 533), ('asset', 438), ('valu', 410), ('stock', 395), ('$', 378), ('incom', 377), ('relat', 342), ('includ', 341), ('share', 329), ('benefit', 322), ('We', 318), ('net', 312), ('financi', 311)]"
2218,0000746515-19-000004,746515,19,4,133332,19943,"['yield', 'discount', 'door', 'doubt', 'down', 'driver', 'due', 'durat', 'duti', 'each', 'earli', 'earliest', 'earn', 'earnings', 'econom']","[('tax', 286), ('amount', 190), ('the', 179), ('incom', 174), ('stock', 147), ('compani', 144), ('share', 140), ('includ', 112), ('report', 98), ('expens', 97), ('asset', 95), ('oper', 92), ('use', 91), ('account', 82), ('valu', 79)]"
2219,0000106040-18-000029,106040,18,29,317186,47922,"['überspielungsrechte', 'directli', 'disclosur', 'discloses', 'disclosed', 'disclos', 'disagre', 'directors', 'director', 'direct', 'defined', 'dimension', 'dilutive', 'dilut', 'digital']","[('the', 539), ('amount', 418), ('tax', 399), ('compani', 374), ('asset', 261), ('valu', 243), ('incom', 233), ('includ', 221), ('cash', 214), ('period', 203), ('company’', 203), ('use', 197), ('financi', 192), (',', 187), ('report', 178)]"
2220,0001193125-12-066385,1193125,12,66385,338959,51688,"['zero', 'curr', 'curtailment', 'curtail', 'current', 'currency', 'currencies', 'currenc', 'cumulative', 'credit', 'cumul', 'csrs', 'csr', 'critic', 'criteria']","[('–', 474), ('the', 437), ('asset', 419), ('cash', 383), ('net', 374), ('tax', 371), ('amount', 311), ('plan', 277), ('benefit', 274), ('$', 273), ('We', 268), ('includ', 266), ('incom', 265), ('valu', 256), ('oper', 245)]"
2221,0001174922-19-000021,1174922,19,21,302125,46053,"['zero', 'dispers', 'dismiss', 'disgorgement', 'disgorg', 'discuss', 'discretionari', 'discretion', 'discret', 'discoveri', 'discounts', 'discount', 'discontinued', 'discontinu', 'disclosures']","[('the', 483), ('amount', 386), ('tax', 306), ('compani', 289), ('cash', 238), ('includ', 214), ('million', 209), ('valu', 195), ('wynn', 195), ('share', 188), ('interest', 188), ('incom', 188), ('period', 183), ('report', 173), ('asset', 172)]"
2222,0000077360-17-000008,77360,17,8,276576,41797,"['zero', 'environmental', 'elimin', 'eliminated', 'eliminations', 'embed', 'emerson', 'employ', 'employe', 'employee', 'employees', 'employer', 'employment', 'enact', 'enacted']","[('amount', 404), ('the', 326), ('asset', 307), ('valu', 283), ('includ', 282), ('tax', 282), ('period', 219), ('report', 215), ('cost', 208), ('benefit', 208), ('cash', 197), ('plan', 193), ('use', 189), ('fair', 186), ('share', 185)]"
2223,0000320335-16-000059,320335,16,59,260737,38760,"['yields', 'equal', 'employ', 'employe', 'employee', 'employees', 'employer', 'employment', 'enact', 'encompass', 'end', 'enrol', 'ensu', 'ensur', 'ent']","[('the', 343), ('valu', 342), ('amount', 314), ('includ', 305), ('invest', 247), ('incom', 239), ('benefit', 235), ('tax', 233), ('fair', 217), ('report', 211), ('cost', 203), ('period', 200), ('use', 179), ('cash', 174), ('plan', 170)]"
2224,0000764180-14-000025,764180,14,25,382307,58498,"['zero', 'elig', 'element', 'electrical', 'electr', 'el', 'either', 'eighth', 'eight', 'effort', 'efficaci', 'effects', 'effect', 'edward', 'educ']","[('amount', 511), ('the', 425), ('court', 402), ('tax', 336), ('benefit', 329), ('In', 319), ('PM', 287), ('includ', 283), ('cost', 274), ('altria', 262), ('group,', 262), (',', 253), ('incom', 248), ('million', 237), ('asset', 234)]"
2225,0001673379-18-000008,1673379,18,8,287713,43334,"['zone', 'disposit', 'disburs', 'directors', 'director', 'directli', 'direct', 'dilution', 'diluted', 'dilut', 'digit', 'differenti', 'differences', 'differ', 'devot']","[('the', 390), ('amount', 377), ('tax', 311), ('asset', 297), ('valu', 250), ('cost', 243), ('includ', 227), ('incom', 223), ('compani', 214), (',', 206), ('million', 197), ('fair', 194), ('stock', 186), ('use', 177), ('oper', 177)]"
2226,0001532176-19-000009,1532176,19,9,265486,40026,"['ziv', 'down', 'drug', 'drop', 'driven', 'drill', 'drawn', 'drawdown', 'doubt', 'duli', 'domicile', 'domest', 'domain', 'dollar', 'doe']","[('the', 396), ('compani', 330), ('amount', 308), ('share', 240), ('tax', 240), ('includ', 196), ('stock', 193), (""company'"", 178), ('incom', 173), ('valu', 164), ('period', 154), ('use', 152), ('collabor', 152), ('cost', 147), ('develop', 145)]"
2227,0001144204-12-009868,1144204,12,9868,278252,42816,"['yield', 'enact', 'end', 'ended', 'enforc', 'engag', 'enhanc', 'enhancements', 'enrol', 'ensu', 'enter', 'enterpris', 'enterprise', 'enterprises', 'entir']","[('the', 379), ('tax', 358), ('valu', 272), ('amount', 271), ('stock', 255), ('asset', 240), ('includ', 213), ('incom', 208), ('share', 193), ('We', 193), ('fair', 192), ('cash', 173), ('year', 170), ('balanc', 169), ('use', 167)]"
2228,0000743316-13-000039,743316,13,39,207664,30906,"['yield', 'employ', 'efficiently', 'effort', 'either', 'elect', 'elected', 'election', 'electrical', 'electron', 'element', 'elig', 'elimin', 'eliminate', 'employe']","[('the', 324), ('amount', 322), ('tax', 250), ('asset', 236), ('compani', 189), ('incom', 188), ('valu', 185), ('includ', 185), ('year', 157), ('share', 148), ('fair', 142), ('period', 138), ('report', 135), ('oper', 130), ('cash', 126)]"
2229,0001193125-12-048565,1193125,12,48565,548147,83188,"['zavod', 'defined', 'deposit', 'deplet', 'dependents', 'depend', 'depart', 'dental', 'denominator', 'denial', 'deni', 'demonstr', 'demand', 'delta', 'deliveri']","[('the', 739), ('valu', 623), ('cost', 616), ('amount', 588), ('includ', 527), ('asset', 527), ('tax', 395), ('use', 363), ('benefit', 347), ('relat', 347), ('fair', 336), ('net', 323), ('period', 322), ('estim', 315), ('plan', 303)]"
2230,0000950123-11-014519,950123,11,14519,12,1,['verboselabel'],"[('verboselabel', 1)]"
2231,0000950123-12-002707,950123,12,2707,279710,42727,"['yield', 'division', 'disposal', 'disposit', 'dispositions', 'distinct', 'distribut', 'distribution', 'distributions', 'diversif', 'diversifi', 'divid', 'dividend', 'dividends', 'document']","[('the', 432), ('valu', 346), ('amount', 322), ('includ', 268), ('interest', 256), ('asset', 250), ('fair', 239), ('incom', 204), ('share', 199), ('period', 195), ('leas', 190), ('invest', 187), ('properti', 180), ('cash', 180), ('oper', 180)]"
2232,0001047469-15-000743,1047469,15,743,705000,105456,"['york', 'claus', 'chang', 'challeng', 'chair', 'certifi', 'certain', 'ceded', 'cede', 'cedant', 'ceas', 'ccyy', 'caus', 'category', 'categorized']","[('the', 1200), ('—', 859), ('$', 819), ('amount', 759), ('incom', 749), ('invest', 716), ('net', 710), (')', 704), ('secur', 653), ('compani', 647), ('valu', 592), ('loss', 544), ('includ', 487), ('year', 480), ('fair', 476)]"
2233,0001193125-12-303558,1193125,12,303558,352153,54142,"['york', 'difference', 'durat', 'duli', 'due', 'drug', 'drove', 'driver', 'driven', 'drive', 'downs', 'down', 'doubt', 'domicile', 'domestic']","[('the', 574), ('tax', 386), ('asset', 379), ('amount', 344), ('benefit', 306), ('includ', 287), ('fedex', 286), ('valu', 282), ('may', 259), ('oper', 253), ('plan', 250), ('incom', 231), ('balanc', 212), ('net', 212), ('cost', 211)]"
2234,0001558370-18-000716,1558370,18,716,689914,104495,"['zone', 'condens', 'consequ', 'connect', 'conjunct', 'conform', 'confer', 'conduct', 'conditions', 'condition', 'condit', 'concurr', 'consid', 'conclud', 'concern']","[('$', 1392), ('—', 1134), ('tax', 691), ('the', 658), ('incom', 613), ('includ', 607), ('asset', 605), ('oper', 556), ('cash', 556), ('amount', 510), ('million', 462), ('valu', 450), ('net', 416), ('use', 385), ('cost', 377)]"
2235,0000016918-15-000016,16918,15,16,272617,41200,"['zero', 'eliminations', 'down', 'drawdown', 'drawn', 'driven', 'due', 'durat', 'duration', 'dure', 'earlier', 'earn', 'earnings', 'earthquak', 'ebitda']","[('amount', 473), ('tax', 334), ('incom', 290), ('the', 280), ('$', 268), ('net', 255), ('valu', 251), ('includ', 239), ('asset', 220), ('cash', 220), ('share', 206), ('oper', 200), ('stock', 184), ('period', 184), ('expens', 180)]"
2236,0000899866-19-000010,899866,19,10,350537,52938,"['zero', 'elect', 'duration', 'durat', 'duli', 'due', 'drug', 'drop', 'drawn', 'drawdown', 'down', 'doubtful', 'donat', 'domicile', 'domestic']","[('tax', 511), ('asset', 426), ('amount', 409), ('$', 364), ('valu', 328), ('the', 319), ('incom', 299), ('fair', 264), ('includ', 260), ('expens', 251), ('We', 243), ('period', 236), ('use', 220), ('cost', 206), ('liabil', 194)]"
2237,0001047469-13-008213,1047469,13,8213,306413,46875,"['zero', 'directli', 'discrimin', 'discretionari', 'discoveri', 'discounts', 'discount', 'discontinued', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'discloses', 'disclosed', 'disclos']","[('the', 594), ('amount', 417), ('valu', 336), ('tax', 334), ('asset', 293), ('compani', 281), ('share', 259), ('year', 243), ('includ', 237), ('incom', 237), ('fair', 232), ('period', 222), ('million', 220), ('fiscal', 183), ('cost', 177)]"
2238,0001130310-18-000003,1130310,18,3,327972,49582,"['zero', 'difference', 'directli', 'direct', 'dimens', 'dilut', 'digit', 'differences', 'differ', 'directors', 'deviat', 'development', 'develop', 'determined', 'determinable']","[('amount', 519), ('asset', 438), ('centerpoint', 416), ('valu', 346), ('the', 333), ('cash', 286), ('benefit', 269), ('includ', 267), ('deriv', 249), ('fair', 238), ('energi', 231), ('net', 229), ('$', 225), ('liabil', 213), ('period', 211)]"
2239,0001047469-14-000923,1047469,14,923,374059,56313,"['zinc', 'cy', 'criteria', 'csr', 'cumul', 'cumulative', 'curr', 'currenc', 'currencies', 'currency', 'current', 'curtailments', 'curve', 'custom', 'customari']","[('the', 572), ('$', 568), ('tax', 435), ('valu', 428), ('compani', 414), ('incom', 404), ('asset', 403), ('amount', 392), ('includ', 364), ('cash', 362), ('net', 355), ('invest', 306), ('fair', 305), ('oper', 271), ('stock', 271)]"
2240,0000037996-19-000012,37996,19,12,348566,52104,"['zero', 'dividends', 'du', 'drug', 'driv', 'drawn', 'drawdown', 'draw', 'down', 'doubt', 'domiciled', 'domicile', 'domicil', 'domest', 'domain']","[('amount', 477), ('valu', 405), ('includ', 333), ('the', 329), ('asset', 295), ('tax', 293), ('fair', 282), ('receiv', 274), ('use', 262), ('benefit', 258), ('cash', 247), ('net', 247), ('report', 243), ('incom', 235), ('financi', 215)]"
2241,0001402057-18-000038,1402057,18,38,241979,36627,"['zero', 'employe', 'effici', 'eight', 'either', 'elect', 'electrical', 'electron', 'element', 'elig', 'elimin', 'eliminations', 'elsewher', 'employ', 'employee']","[('the', 412), ('amount', 334), ('compani', 256), ('tax', 248), ('report', 219), ('valu', 209), ('stock', 208), ('includ', 195), ('asset', 194), ('share', 191), ('use', 178), ('cash', 178), ('fair', 168), ('period', 160), ('incom', 155)]"
2242,0001628280-19-006691,1628280,19,6691,265306,39657,"['zero', 'disclosed', 'descript', 'description', 'design', 'designated', 'desir', 'detail', 'details', 'deteriorate', 'determin', 'determine', 'develop', 'developed', 'developer']","[('amount', 345), ('tax', 335), ('the', 239), ('period', 225), ('includ', 216), ('incom', 208), ('valu', 195), ('cost', 188), ('asset', 184), ('stock', 179), ('report', 177), ('use', 175), ('relat', 173), ('product', 170), ('softwar', 161)]"
2243,0000038777-14-000259,38777,14,259,265892,40076,"['zero', 'earned', 'domest', 'domestic', 'domicile', 'down', 'draw', 'drug', 'due', 'durabl', 'durat', 'dure', 'each', 'earn', 'earnings']","[('amount', 458), ('valu', 414), ('the', 411), ('fair', 357), ('asset', 318), ('invest', 291), ('tax', 257), ('includ', 249), ('incom', 234), ('use', 217), ('consolid', 203), ('interest', 195), ('cash', 189), ('compani', 182), ('secur', 177)]"
2244,0001193125-12-078843,1193125,12,78843,504718,76273,"['yields', 'dispers', 'divest', 'diversifi', 'distribut', 'disposition', 'disposal', 'dispos', 'dispar', 'divestiture', 'discuss', 'discretionari', 'discret', 'discoveri', 'discounts']","[('the', 928), ('asset', 625), ('compani', 566), ('valu', 557), ('tax', 544), ('amount', 514), ('net', 461), ('incom', 454), ('fair', 447), ('benefit', 441), ('–', 391), ('cost', 384), ('plan', 378), ('includ', 372), ('oper', 339)]"
2245,0001193125-10-041278,1193125,10,41278,0,0,0,0
2246,0001043277-13-000004,1043277,13,4,134270,20248,"['zero', 'entity', 'enact', 'encompass', 'end', 'enter', 'enterpris', 'enterprise', 'entir', 'entiti', 'entitl', 'ep', 'esop', 'epu', 'equal']","[('the', 226), ('amount', 213), ('tax', 183), ('share', 170), ('stock', 166), ('asset', 154), ('valu', 144), ('includ', 117), ('incom', 106), ('period', 102), ('fair', 97), ('use', 91), ('financi', 91), ('expens', 89), ('oper', 86)]"
2247,0000950123-11-030274,950123,11,30274,0,0,0,0
2248,0001193125-15-356351,1193125,15,356351,209917,31415,"['yield', 'discontinu', 'direct', 'directli', 'director', 'directors', 'disallow', 'disciplin', 'disclos', 'disclosed', 'discloses', 'disclosur', 'disclosure', 'disclosures', 'discount']","[('the', 346), ('amount', 293), ('tax', 251), ('compani', 226), ('asset', 187), ('incom', 176), ('includ', 166), ('report', 161), ('valu', 152), ('period', 148), ('share', 143), ('net', 137), ('use', 132), ('fair', 129), ('cash', 129)]"
2249,0000029989-16-000015,29989,16,15,213270,32253,"['zero', 'economi', 'educ', 'effect', 'either', 'elect', 'elected', 'election', 'element', 'elig', 'eliminated', 'elsewher', 'embed', 'emea', 'emir']","[('amount', 287), ('tax', 260), ('valu', 254), ('the', 240), ('benefit', 215), ('asset', 203), ('includ', 202), ('incom', 189), ('fair', 188), ('period', 172), ('plan', 165), ('interest', 157), ('use', 143), ('oper', 136), ('share', 135)]"
2250,0001193125-11-043300,1193125,11,43300,0,0,0,0
2251,0001193125-12-065370,1193125,12,65370,731092,109282,"['zone', 'creditor', 'currencies', 'currenc', 'cumul', 'culm', 'cubic', 'csr', 'critic', 'criteria', 'credits', 'credited', 'cours', 'credit', 'creation']","[('the', 818), ('cash', 706), ('valu', 619), ('asset', 598), ('tax', 580), ('interest', 572), ('includ', 566), ('incom', 542), ('oper', 505), ('—', 486), ('net', 472), ('amount', 452), ('cost', 451), ('december31,', 443), ('rate', 435)]"
2252,0000712515-19-000019,712515,19,19,332927,50288,"['zombies', 'distribution', 'dividend', 'divid', 'divers', 'district', 'distributor', 'distributions', 'distribut', 'evaluation', 'distinct', 'dissimilar', 'disrupt', 'disposit', 'dispos']","[('tax', 369), ('amount', 335), ('revenu', 326), ('the', 311), ('asset', 268), ('includ', 260), ('valu', 250), ('incom', 241), ('period', 228), ('year', 220), ('recogn', 217), ('stock', 216), ('fair', 205), ('servic', 203), ('report', 196)]"
2253,0001101215-13-000051,1101215,13,51,447571,67412,"['zero', 'deliver', 'describ', 'derivatives', 'derivative', 'deriv', 'depreciation', 'depreciated', 'depreci', 'deposits', 'deposit', 'deplet', 'denominator', 'denomin', 'demonstr']","[('the', 804), ('credit', 513), ('amount', 485), ('compani', 480), ('note', 378), ('interest', 346), ('card', 343), ('includ', 333), ('tax', 326), ('million', 310), ('valu', 304), ('receiv', 299), ('stock', 295), ('cash', 282), ('asset', 261)]"
2254,0001558370-15-000150,1558370,15,150,215692,32644,"['york', 'enterprise', 'either', 'elect', 'elected', 'election', 'element', 'elig', 'elimin', 'elsewhere', 'ement', 'employ', 'employe', 'employee', 'employees']","[('$', 389), ('amount', 264), ('stock', 231), ('valu', 231), ('cost', 217), ('ga', 217), ('the', 215), ('asset', 214), ('tax', 202), ('fair', 165), ('net', 164), ('share', 160), ('includ', 146), ('oil', 139), ('cash', 135)]"
2255,0001564590-16-013247,1564590,16,13247,313573,48455,"['yield', 'determinable', 'detect', 'details', 'detail', 'desir', 'design', 'description', 'descript', 'describ', 'derivatives', 'derivative', 'deriv', 'depress', 'depreciation']","[('the', 563), ('$', 507), ('—', 448), ('asset', 397), ('amount', 372), ('includ', 310), ('tax', 310), ('benefit', 309), ('valu', 286), ('incom', 265), ('plan', 251), ('compani', 246), ('period', 241), ('cost', 241), ('oper', 237)]"
2256,0001130310-17-000006,1130310,17,6,300234,45450,"['zero', 'disclosure', 'digit', 'dilut', 'dimens', 'direct', 'directli', 'director', 'directors', 'disabl', 'disallowances', 'disast', 'disclos', 'disclosed', 'discloses']","[('amount', 499), ('asset', 402), ('centerpoint', 372), ('valu', 331), ('the', 317), ('cash', 257), ('includ', 256), ('benefit', 244), ('fair', 232), ('energi', 229), ('deriv', 219), ('net', 215), ('period', 201), ('million', 200), ('invest', 198)]"
2257,0001193125-13-087935,1193125,13,87935,424033,63372,"['zero', 'divid', 'dividends', 'divisions', 'do', 'document', 'doe', 'dollar', 'domain', 'domest', 'domestic', 'domicil', 'domicile', 'domin', 'dominant']","[('the', 945), ('compani', 703), ('asset', 468), ('tax', 466), ('valu', 450), ('amount', 377), ('stock', 367), ('incom', 362), ('fair', 359), ('includ', 343), ('account', 340), ('company’', 338), ('share', 336), ('cash', 284), ('financi', 264)]"
2258,0000927653-19-000009,927653,19,9,455079,69045,"['zero', 'discounts', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'disclosed', 'disclos', 'disciplin', 'disburs', 'disagre', 'directors', 'director', 'directli', 'direct']","[('million', 519), ('the', 509), ('amount', 501), ('tax', 445), ('asset', 433), ('benefit', 421), ('includ', 416), ('incom', 376), ('valu', 343), ('cash', 315), ('report', 309), ('plan', 306), ('net', 305), ('financi', 286), ('use', 261)]"
2259,0001193125-11-045348,1193125,11,45348,10,1,['terselabel'],"[('terselabel', 1)]"
2260,0000078239-17-000009,78239,17,9,376441,57839,"['zero', 'either', 'elimin', 'elig', 'element', 'election', 'elected', 'elect', 'eight', 'elsewher', 'effort', 'effects', 'effect', 'educ', 'economy']","[('the', 638), ('amount', 532), ('compani', 405), ('includ', 377), ('valu', 365), ('asset', 352), ('tax', 347), ('million', 303), ('fair', 281), ('benefit', 275), ('company’', 275), ('$', 274), ('report', 240), ('net', 240), ('cost', 239)]"
2261,0001047469-18-000931,1047469,18,931,514050,84807,"['zero', 'drug', 'dure', 'durat', 'duli', 'due', 'dsus', 'dsu', 'driven', 'domicil', 'drawn', 'drawdown', 'draft', 'downward', 'down']","[('\u200b', 9772), ('$', 1596), ('–', 1016), (')', 980), ('tax', 844), ('net', 567), ('asset', 553), ('benefit', 532), ('amount', 523), ('valu', 446), ('incom', 443), ('the', 440), ('cost', 406), ('fair', 362), ('includ', 359)]"
2262,0001157523-11-001210,1157523,11,1210,52,6,"['terselabel', 'instant', 'durat']","[('instant', 3), ('durat', 2), ('terselabel', 1)]"
2263,0001104659-13-014040,1104659,13,14040,420914,64348,"['york', 'disposal', 'directors', 'disburs', 'disclos', 'disclosed', 'disclosur', 'disclosure', 'disclosures', 'discontinu', 'discount', 'discounts', 'discretionari', 'discuss', 'dispos']","[('the', 547), ('amount', 490), ('valu', 405), ('interest', 398), ('includ', 349), ('incom', 333), ('cash', 333), ('share', 317), ('stock', 308), ('oper', 288), ('rate', 276), ('fair', 271), ('invest', 250), ('leas', 246), ('repres', 245)]"
2264,0000820027-14-000020,820027,14,20,492741,73071,"['zero', 'distributor', 'dividends', 'dividend', 'divestitures', 'diversification', 'diversifi', 'diversif', 'district', 'distributors', 'distributions', 'dispersion', 'distribut', 'distress', 'distinct']","[('the', 839), ('amount', 716), ('valu', 639), ('fair', 459), ('net', 437), ('invest', 436), ('asset', 416), ('incom', 407), ('compani', 406), ('includ', 385), ('benefit', 383), ('secur', 328), ('tax', 318), ('cash', 298), ('account', 296)]"
2265,0000940944-19-000025,940944,19,25,121270,18169,"['zip', 'event', 'escal', 'esop', 'establish', 'estat', 'estim', 'etc', 'even', 'events', 'equival', 'everi', 'exact', 'exampl', 'example']","[('amount', 260), ('period', 152), ('tax', 152), ('report', 148), ('the', 126), ('benefit', 122), ('valu', 117), ('asset', 117), ('incom', 113), ('includ', 110), ('use', 102), ('share', 99), ('plan', 94), ('one', 93), ('stock', 92)]"
2266,0000093751-19-000336,93751,19,336,372324,55679,"['zero', 'drawn', 'downturns', 'downsid', 'downgrad', 'down', 'doubt', 'doubl', 'domicile', 'domicil', 'domestic', 'domest', 'domain', 'dollar', 'dol']","[('amount', 497), ('secur', 480), ('valu', 453), ('fair', 388), ('the', 361), ('includ', 359), ('asset', 339), ('financi', 325), ('invest', 313), ('incom', 311), ('net', 275), ('tax', 261), ('loss', 217), ('million', 208), ('period', 207)]"
2267,0001120193-19-000002,1120193,19,2,395945,60069,"['zero', 'domicile', 'due', 'driver', 'drawn', 'drawdown', 'downward', 'down', 'doubt', 'domicil', 'durat', 'domest', 'domain', 'dollar', 'doe']","[('amount', 434), ('asset', 405), ('the', 396), ('tax', 360), ('valu', 354), ('includ', 352), ('fair', 281), ('financi', 270), ('market', 239), ('use', 232), ('cash', 231), ('servic', 229), ('nasdaq', 226), ('incom', 224), ('period', 223)]"
2268,0001628280-19-003050,1628280,19,3050,357075,53623,"['zone', 'discontinu', 'dispos', 'dispers', 'discuss', 'discretionari', 'discoveri', 'discount', 'discontinued', 'disclosures', 'direct', 'disclosure', 'disclosur', 'disclosed', 'disclos']","[('amount', 488), ('tax', 486), ('asset', 450), ('the', 425), ('valu', 344), ('incom', 343), ('benefit', 293), ('includ', 279), ('net', 264), ('lind', 260), ('relat', 240), ('share', 239), ('fair', 235), ('period', 234), ('oper', 217)]"
2269,0001047469-14-001617,1047469,14,1617,310471,46667,"['zone', 'digit', 'deliv', 'deliveri', 'demand', 'demonstr', 'denomin', 'department', 'depend', 'deplet', 'deposit', 'deposits', 'depreci', 'depreciation', 'deriv']","[('compani', 610), ('the', 601), ('valu', 335), ('amount', 333), ('interest', 289), ('share', 256), ('cash', 246), ('fair', 241), ('includ', 234), ('cost', 232), ('asset', 222), ('incom', 216), ('oper', 205), ('stock', 187), ('real', 182)]"
2270,0001193125-12-088645,1193125,12,88645,657095,99571,"['zero', 'dhi', 'diluted', 'dilut', 'digit', 'difficult', 'differences', 'difference', 'differ', 'di', 'deviat', 'deduct', 'develop', 'determined', 'determinable']","[('the', 846), ('asset', 668), ('amount', 617), ('plan', 617), ('benefit', 607), ('valu', 588), ('net', 586), ('tax', 583), ('includ', 521), ('share', 504), ('cost', 429), ('stock', 410), ('fair', 410), ('We', 400), ('financi', 393)]"
2271,0000723125-11-000189,723125,11,189,308815,47470,"['zero', 'determin', 'disclosed', 'disclos', 'directors', 'director', 'directli', 'direct', 'dilut', 'digit', 'difference', 'differ', 'devices', 'devic', 'development']","[('the', 439), ('amount', 347), ('includ', 334), ('tax', 297), ('incom', 273), ('valu', 255), ('use', 236), ('net', 233), ('asset', 226), ('financi', 221), ('share', 219), ('period', 212), ('million', 209), ('equiti', 205), ('stock', 203)]"
2272,0001047469-13-003283,1047469,13,3283,347607,52395,"['zero', 'earli', 'dispar', 'dispers', 'dispos', 'disposit', 'distinguish', 'distribut', 'distribution', 'distributions', 'distributor', 'district', 'divid', 'dividend', 'dividends']","[('the', 699), ('tax', 431), ('compani', 427), ('valu', 391), ('amount', 366), ('fair', 316), ('incom', 302), ('expens', 271), ('asset', 265), ('cash', 260), (""company'"", 224), ('includ', 209), ('stock', 204), ('account', 194), ('cost', 191)]"
2273,0000101778-16-000047,101778,16,47,262896,40423,"['zero', 'employees', 'energi', 'end', 'encompass', 'enact', 'employment', 'employer', 'employee', 'domicile', 'employe', 'employ', 'elsewhere', 'elimin', 'elig']","[('amount', 371), ('asset', 318), ('the', 313), ('valu', 287), ('tax', 275), ('includ', 266), ('incom', 252), ('cost', 215), ('report', 206), ('oper', 197), ('benefit', 197), ('period', 195), ('fair', 190), ('use', 183), ('net', 172)]"
2274,0000077360-19-000006,77360,19,6,257327,38839,"['zero', 'eps', 'eliminated', 'eliminations', 'embed', 'emerg', 'emerson', 'employ', 'employe', 'employee', 'employees', 'employer', 'enact', 'enacted', 'encapsul']","[('amount', 444), ('tax', 320), ('the', 278), ('asset', 271), ('valu', 248), ('includ', 209), ('benefit', 205), ('period', 203), ('report', 188), ('oper', 183), ('use', 178), ('cash', 178), ('plan', 178), ('cost', 177), ('incom', 176)]"
2275,0000080424-18-000055,80424,18,55,109420,16312,"['zero', 'excess', 'equival', 'equivalents', 'escrow', 'esop', 'establish', 'estat', 'estim', 'etc', 'even', 'event', 'events', 'exact', 'examin']","[('amount', 273), ('benefit', 182), ('tax', 158), ('period', 133), ('report', 118), ('includ', 118), ('incom', 109), ('asset', 102), ('defin', 99), ('the', 99), ('plan', 96), ('valu', 92), ('use', 88), ('oper', 85), ('fiscal', 84)]"
