,name,cik,year,number,character_count,word_count,important_words,frequent_words
757,0000063754-15-000013,63754,15,13,184986,28024,"['yield', 'employe', 'elect', 'election', 'electrical', 'element', 'elig', 'elimin', 'eliminated', 'elsewher', 'embed', 'emea', 'employ', 'employee', 'dividend']","[('amount', 315), ('benefit', 261), ('asset', 254), ('the', 236), ('tax', 206), ('plan', 201), ('incom', 198), ('valu', 189), ('includ', 175), ('million', 150), ('cost', 138), ('net', 134), ('fair', 131), ('use', 129), ('period', 125)]"
758,0001193125-13-031766,1193125,13,31766,310909,46740,"['yields', 'demand', 'deepwat', 'default', 'defendant', 'defer', 'deficit', 'defin', 'definit', 'delay', 'deletions', 'deliv', 'deliverables', 'deliveri', 'delivery']","[('the', 457), ('schlumberg', 398), ('tax', 380), ('incom', 324), ('valu', 305), ('asset', 302), ('$', 292), ('benefit', 283), ('amount', 276), ('includ', 233), ('plan', 227), ('cost', 221), ('net', 218), ('fair', 216), ('stock', 210)]"
759,0000950123-11-100266,950123,11,100266,165797,25237,"['yet', 'equival', 'error', 'esop', 'establish', 'estat', 'estate', 'estim', 'estimate', 'etc', 'even', 'event', 'events', 'evidence', 'exact']","[('the', 318), ('amount', 281), ('tax', 222), ('valu', 193), ('includ', 187), ('asset', 183), ('benefit', 182), ('balanc', 170), ('incom', 167), ('stock', 160), ('period', 158), ('plan', 158), ('fair', 134), ('sheet', 134), ('net', 132)]"
760,0001193125-14-076267,1193125,14,76267,453096,69752,"['zero', 'domain', 'disclosed', 'disclosur', 'disclosure', 'discontinu', 'discount', 'discounts', 'discov', 'discoveri', 'discoveries', 'discuss', 'dismantl', 'dispos', 'disposal']","[('$', 2506), ('decemb', 682), ('31,', 672), ('-', 659), ('tax', 566), ('asset', 533), ('the', 490), ('cost', 475), ('net', 437), ('benefit', 430), ('amount', 422), ('includ', 380), ('incom', 378), ('price', 370), ('valu', 362)]"
761,0001193125-11-044721,1193125,11,44721,30,3,"['terselabel', 'durat']","[('terselabel', 2), ('durat', 1)]"
762,0000354908-16-000103,354908,16,103,200828,30066,"['yet', 'elimin', 'educ', 'effect', 'effective', 'effects', 'efficient', 'either', 'elect', 'elected', 'election', 'element', 'elements', 'elig', 'eliminated']","[('amount', 295), ('the', 293), ('tax', 238), ('asset', 211), ('includ', 185), ('period', 177), ('compani', 171), ('valu', 158), ('incom', 157), ('stock', 154), ('share', 143), ('report', 136), ('cost', 128), ('benefit', 128), ('use', 127)]"
763,0001530721-18-000035,1530721,18,35,286835,42986,"['zero', 'econom', 'elect', 'either', 'eighteen', 'effects', 'effect', 'economy', 'ebitdar', 'york', 'eastern', 'east', 'earnings', 'earn', 'earliest']","[('the', 434), ('amount', 329), ('tax', 296), ('includ', 280), ('asset', 277), ('fiscal', 270), ('compani', 261), ('company’', 231), ('valu', 222), ('incom', 208), ('use', 204), ('oper', 190), ('report', 189), ('million', 188), (',', 179)]"
764,0000107263-17-000003,107263,17,3,391383,59414,"['zero', 'directli', 'dioxid', 'dilut', 'digit', 'differentials', 'differences', 'differ', 'deviat', 'development', 'developed', 'develop', 'determined', 'determinations', 'determin']","[('asset', 501), ('amount', 495), ('the', 475), ('valu', 420), ('includ', 340), ('incom', 328), ('benefit', 324), ('—', 304), ('tax', 301), ('fair', 268), ('period', 261), ('cost', 258), ('invest', 252), ('cash', 247), ('net', 245)]"
765,0001193125-16-470141,1193125,16,470141,398144,58739,"['zone', 'document', 'dividend', 'divid', 'divestitures', 'divestitur', 'diversification', 'diversifi', 'diversif', 'distributions', 'distribut', 'distress', 'distinct', 'dissolv', 'disputes']","[('amount', 529), ('the', 514), ('incom', 396), ('tax', 365), ('includ', 363), ('valu', 361), ('net', 348), ('year', 322), ('loss', 313), ('secur', 312), ('benefit', 303), ('asset', 298), ('invest', 280), ('period', 275), ('claim', 259)]"
766,0001047469-13-001764,1047469,13,1764,312947,46575,"['yields', 'drawer', 'document', 'dodd', 'dollar', 'domain', 'domest', 'domestic', 'domicile', 'doubt', 'dougla', 'down', 'downturn', 'downward', 'draw']","[('the', 652), ('compani', 362), ('amount', 355), ('asset', 328), ('tax', 285), ('plan', 248), ('includ', 247), ('valu', 238), ('benefit', 210), ('incom', 208), ('account', 206), ('period', 198), ('year', 198), ('financi', 189), ('stock', 187)]"
767,0000106535-14-000010,106535,14,10,308307,47375,"['yield', 'easier', 'either', 'effect', 'educ', 'economy', 'economical', 'econom', 'earnings', 'elected', 'earnest', 'earned', 'earn', 'earliest', 'earlier']","[('•', 431), ('amount', 425), ('the', 396), ('asset', 384), ('benefit', 363), ('plan', 337), ('tax', 336), ('valu', 320), ('share', 269), ('incom', 263), ('cost', 243), ('includ', 243), ('stock', 242), ('net', 214), ('period', 211)]"
768,0000072971-18-000272,72971,18,272,687625,103405,"['zero', 'documentation', 'doubtful', 'doubt', 'dormant', 'domicil', 'domestic', 'domest', 'domain', 'dollar', 'doe', 'document', 'downgrad', 'doctors', 'do']","[('valu', 1081), ('fair', 909), ('amount', 862), ('asset', 735), ('includ', 699), ('loan', 692), ('net', 549), ('secur', 536), ('the', 535), ('incom', 465), ('loss', 443), ('interest', 433), ('use', 415), ('cash', 408), ('financi', 402)]"
769,0001193125-14-078397,1193125,14,78397,841201,129470,"['zero', 'condens', 'connect', 'conjunct', 'conform', 'conduct', 'conditions', 'condition', 'condit', 'concurr', 'consequ', 'conclud', 'concessions', 'concern', 'concept']","[('the', 996), ('oper', 994), ('-', 771), ('prefer', 759), ('valu', 737), ('leas', 678), ('stock', 674), ('amount', 666), ('share', 657), ('unit', 602), ('interest', 599), ('rate', 597), ('includ', 578), ('seri', 543), ('common', 493)]"
770,0000320187-15-000113,320187,15,113,243469,37098,"['youth', 'discounts', 'discuss', 'discussion', 'dispers', 'dispos', 'disposit', 'disput', 'dissolut', 'distribut', 'distribute', 'distributes', 'divest', 'divestitur', 'divid']","[('amount', 340), ('the', 329), ('tax', 296), ('valu', 273), ('incom', 265), ('asset', 249), ('compani', 233), ('cash', 227), ('net', 207), ('includ', 205), ('fair', 203), ('million', 188), (',', 182), ('expens', 180), ('report', 177)]"
771,0001037646-14-000005,1037646,14,5,188744,28492,"['yet', 'exchang', 'domicile', 'doubt', 'drug', 'due', 'duli', 'dure', 'each', 'earn', 'earnings', 'easili', 'econom', 'economy', 'educ']","[('amount', 351), ('the', 336), ('tax', 256), ('asset', 233), ('benefit', 213), ('valu', 209), ('incom', 182), ('includ', 158), ('net', 154), ('compani', 144), ('cash', 136), ('fair', 135), ('plan', 131), ('share', 130), ('cost', 128)]"
772,0001283699-16-000073,1283699,16,73,286667,43126,"['zone', 'disclosure', 'earnings', 'econom', 'effect', 'effected', 'effectu', 'effort', 'eip', 'either', 'el', 'elect', 'elected', 'election', 'element']","[('amount', 393), ('the', 386), ('asset', 343), ('includ', 324), ('valu', 270), ('tax', 242), ('receiv', 221), ('incom', 212), ('use', 206), ('balanc', 203), ('leas', 196), ('financi', 193), ('cash', 186), ('period', 183), ('oper', 181)]"
773,0000063754-16-000063,63754,16,63,208639,31631,"['yield', 'durat', 'each', 'earli', 'earn', 'earnings', 'east', 'econom', 'economy', 'educ', 'effect', 'effective', 'effici', 'either', 'elect']","[('amount', 310), ('asset', 278), ('benefit', 256), ('the', 240), ('valu', 225), ('includ', 218), ('plan', 204), ('incom', 199), ('million', 175), ('tax', 172), ('use', 166), ('fair', 151), ('cost', 148), ('net', 146), ('period', 144)]"
774,0000072207-19-000018,72207,19,18,137166,20444,"['zero', 'even', 'esop', 'establish', 'estat', 'estim', 'etc', 'eurodollar', 'evalu', 'evaluations', 'event', 'exchange', 'events', 'exact', 'examin']","[('amount', 286), ('includ', 187), ('tax', 172), ('asset', 164), ('the', 153), ('incom', 128), ('report', 121), ('stock', 108), ('share', 107), ('oper', 104), ('valu', 101), ('cost', 100), ('use', 99), ('cash', 99), ('period', 96)]"
775,0000950123-10-108757,950123,10,108757,0,0,0,0
776,0001193125-14-066242,1193125,14,66242,898932,134382,"['àr', 'definedbenefit', 'defin', 'deficit', 'deficiencies', 'defici', 'deferr', 'defer', 'defenses', 'defens', 'defendantsfil', 'defendants', 'defendant', 'defend', 'default']","[('the', 1366), ('compani', 1002), ('asset', 808), ('tax', 613), ('includ', 603), ('amount', 598), ('product', 576), ('valu', 564), ('company’', 471), ('year', 453), ('$', 446), ('warner', 441), ('fair', 428), ('result', 412), ('gener', 411)]"
777,0001040971-15-000003,1040971,15,3,383274,58652,"['zones', 'differ', 'directli', 'direct', 'dilutive', 'dilut', 'digit', 'differently', 'di', 'directors', 'deviat', 'development', 'develop', 'determined', 'determine']","[('the', 531), ('amount', 443), ('stock', 384), ('valu', 383), ('share', 346), ('interest', 334), ('unit', 318), ('prefer', 317), ('includ', 315), ('oper', 306), ('incom', 246), ('equiti', 244), ('invest', 236), (',', 230), ('common', 229)]"
778,0001193125-17-053600,1193125,17,53600,343514,50429,"['zygo', 'effectiveness', 'drift', 'drug', 'due', 'duli', 'durat', 'dure', 'earli', 'earn', 'earned', 'earnings', 'econom', 'economi', 'educ']","[('the', 693), ('compani', 409), ('amount', 364), ('asset', 356), ('tax', 344), ('benefit', 334), ('valu', 320), ('plan', 264), ('period', 262), ('company’', 258), ('use', 248), ('includ', 245), ('financi', 236), ('report', 223), ('incom', 207)]"
779,0001393311-13-000004,1393311,13,4,193202,29157,"['yield', 'disposal', 'disclosed', 'disclosur', 'disclosure', 'disclosures', 'discontinu', 'discount', 'discret', 'discuss', 'dispers', 'dispos', 'disposit', 'directors', 'dispute']","[('the', 295), ('amount', 235), ('includ', 214), ('incom', 204), ('share', 204), ('equiti', 197), ('interest', 181), ('stock', 181), ('invest', 171), ('net', 167), ('valu', 158), ('real', 149), ('entiti', 148), ('estat', 138), ('financi', 136)]"
780,0001193125-12-085811,1193125,12,85811,467435,70635,"['zero', 'document', 'dopt', 'dooms', 'doom', 'dominion', 'domestic', 'domest', 'domain', 'dollar', 'doe', 'division', 'easements', 'divis', 'dividends']","[('the', 583), ('amount', 527), ('virginia', 493), ('includ', 453), ('tax', 420), ('valu', 405), ('million', 405), ('asset', 394), ('dominion', 380), ('incom', 361), ('oper', 322), ('fair', 302), ('cost', 301), ('benefit', 289), ('power', 274)]"
781,0001193125-10-042654,1193125,10,42654,0,0,0,0
782,0001445305-14-005262,1445305,14,5262,193527,29007,"['yield', 'employ', 'duration', 'dure', 'each', 'earli', 'earlier', 'earn', 'earnings', 'east', 'ebitda', 'econom', 'economy', 'edit', 'effect']","[('the', 334), ('stock', 241), ('amount', 232), ('compani', 216), ('valu', 189), ('tax', 177), ('share', 174), ('asset', 169), ('year', 162), ('incom', 148), ('fair', 147), ('includ', 135), ('fiscal', 132), ('use', 130), ('report', 117)]"
783,0001140361-10-008522,1140361,10,8522,0,0,0,0
784,0001564590-18-003147,1564590,18,3147,228333,33879,"['zero', 'directors', 'develop', 'developing', 'development', 'differ', 'differences', 'digests', 'digit', 'dilut', 'dimens', 'direct', 'directli', 'director', 'disaggreg']","[('the', 349), ('tax', 306), ('amount', 272), ('compani', 222), ('incom', 202), ('period', 199), ('includ', 192), ('account', 182), ('asset', 177), ('report', 175), ('share', 168), ('stock', 167), ('use', 164), ('financi', 160), ('oper', 150)]"
785,0001551182-13-000005,1551182,13,5,238399,35629,"['zf', 'efficiencies', 'electr', 'election', 'elected', 'elect', 'either', 'eh', 'effici', 'electricalamerica', 'effects', 'effective', 'effect', 'educational', 'educ']","[('tax', 354), ('the', 333), ('amount', 303), ('incom', 268), ('benefit', 244), ('valu', 238), ('asset', 232), ('share', 193), ('includ', 181), ('net', 176), ('fair', 167), ('cost', 158), ('period', 154), ('rate', 151), ('recogn', 150)]"
786,0000004127-16-000068,4127,16,68,181955,27375,"['zero', 'engag', 'elsewher', 'employ', 'employe', 'employee', 'employeeincentiveplansoptionscontractuallifemaximum', 'employees', 'empow', 'enact', 'encapsul', 'encompass', 'end', 'ensur', 'ep']","[('tax', 331), ('the', 287), ('asset', 224), ('amount', 217), ('valu', 196), ('compani', 180), ('incom', 176), ('share', 164), ('stock', 157), ('fair', 142), ('includ', 137), ('use', 134), ('fiscal', 130), ('year', 124), ('period', 119)]"
787,0001193125-12-076117,1193125,12,76117,471797,70742,"['zero', 'development', 'digit', 'difficult', 'differenti', 'difference', 'differ', 'deviat', 'develop', 'desir', 'determined', 'determinable', 'determin', 'details', 'detail']","[('cadenc', 661), ('the', 638), ('tax', 509), ('valu', 437), ('fiscal', 424), ('amount', 417), ('cadence’', 381), ('includ', 373), ('incom', 370), ('revenu', 341), ('note', 333), ('asset', 320), ('fair', 313), ('use', 286), ('cash', 285)]"
788,0001091667-15-000049,1091667,15,49,217596,32789,"['yield', 'infring', 'dvr', 'dwell', 'dwelling', 'each', 'earli', 'earlier', 'earn', 'earnings', 'ebitda', 'econom', 'educ', 'effect', 'effective']","[('the', 353), ('amount', 345), ('asset', 207), ('oper', 200), ('tax', 198), ('cash', 184), ('valu', 177), ('compani', 172), ('includ', 171), ('incom', 157), ('expens', 145), ('cost', 143), ('year', 135), ('charter', 135), ('use', 131)]"
789,0001047469-15-000727,1047469,15,727,1301877,220905,"['york', 'desir', 'developments', 'development', 'develop', 'determining', 'determined', 'determin', 'details', 'detail', 'detach', 'designation', 'deviation', 'design', 'description']","[('\u200b', 34652), ('—', 5609), (')', 5294), ('$', 4866), ('net', 1792), ('valu', 1381), ('incom', 1341), ('invest', 1237), ('asset', 1198), ('the', 1151), ('amount', 1128), ('cash', 1022), ('fair', 1017), ('loss', 957), ('december31,', 896)]"
790,0001193125-12-063569,1193125,12,63569,525535,79586,"['zero', 'deliv', 'delay', 'degre', 'definition', 'definit', 'defined', 'defin', 'deficit', 'deferr', 'defer', 'defend', 'default', 'def', 'deem']","[('the', 920), ('—', 613), ('compani', 584), ('asset', 523), ('tax', 519), ('valu', 499), ('amount', 488), ('$', 488), ('benefit', 460), ('includ', 452), ('plan', 451), ('incom', 392), ('cost', 384), ('net', 381), ('million', 372)]"
791,0001104659-15-009560,1104659,15,9560,653782,99206,"['électricité', 'digit', 'discuss', 'discretionari', 'discretion', 'discoveri', 'discounts', 'discount', 'discontinu', 'disclosures', 'disclosure', 'disclosur', 'discloses', 'disclosed', 'disclos']","[('the', 908), ('amount', 868), ('asset', 611), ('valu', 581), ('compani', 507), ('rate', 490), ('3M', 452), ('incom', 438), ('fair', 412), ('tax', 407), ('use', 406), ('includ', 401), ('net', 378), ('liabil', 364), ('interest', 353)]"
792,0001193125-12-078626,1193125,12,78626,435206,65509,"['zimmer', 'dividend', 'diversifi', 'district', 'distributorship', 'distributors', 'distributor', 'distributions', 'distribut', 'disputed', 'disput', 'dispos', 'dismiss', 'diseases', 'disease']","[('the', 566), ('asset', 503), ('valu', 460), ('tax', 426), ('–', 403), ('amount', 397), ('fair', 376), ('incom', 337), ('includ', 298), ('$', 290), ('net', 288), ('benefit', 283), ('report', 280), ('plan', 277), ('use', 275)]"
793,0001014473-19-000005,1014473,19,5,157298,23713,"['zone', 'each', 'dollar', 'domain', 'domains', 'domest', 'domicil', 'domicile', 'driven', 'due', 'due2037', 'dueaugust15', 'earn', 'document', 'earnings']","[('tax', 336), ('amount', 266), ('the', 241), ('cash', 166), ('incom', 160), ('includ', 148), ('asset', 146), ('valu', 129), ('stock', 120), ('compani', 116), ('use', 101), ('share', 99), ('defer', 96), ('expens', 90), ('liabil', 86)]"
794,0000950123-10-090083,950123,10,90083,0,0,0,0
795,0000937834-15-000009,937834,15,9,929792,139686,"['zero', 'default', 'deem', 'deductions', 'deduction', 'deduct', 'decreases', 'decrease', 'decreas', 'decre', 'deconsolid', 'declin', 'declared', 'declaration', 'declar']","[('—', 1433), ('the', 1329), ('amount', 1115), ('valu', 1058), ('$', 824), ('net', 790), ('invest', 788), ('fair', 762), ('includ', 745), ('compani', 665), ('asset', 658), ('secur', 648), ('incom', 612), ('estim', 586), ('benefit', 568)]"
796,0001047122-14-000013,1047122,14,13,287140,43290,"['zero', 'drawn', 'draw', 'down', 'doubt', 'done', 'domicile', 'domest', 'domain', 'dollar', 'doe', 'dod', 'document', 'divis', 'dividends']","[('amount', 410), ('the', 339), ('benefit', 332), ('asset', 274), ('tax', 258), ('plan', 254), ('valu', 246), ('includ', 242), ('incom', 236), ('net', 233), ('cost', 225), ('million', 195), ('invest', 190), ('oper', 181), ('stock', 174)]"
797,0000922224-19-000015,922224,19,15,653013,100495,"['zone', 'earnings', 'election', 'elected', 'elect', 'either', 'eight', 'effort', 'effluent', 'efficiency', 'effici', 'effects', 'effectiveness', 'effect', 'educ']","[('the', 947), ('tax', 928), ('amount', 797), ('ppl', 653), ('incom', 650), ('asset', 580), ('includ', 518), ('rate', 491), ('valu', 464), ('benefit', 404), ('lg&e', 398), ('period', 389), ('cost', 376), ('relat', 348), ('net', 344)]"
798,0000950123-11-015766,950123,11,15766,17,2,['durat'],"[('durat', 2)]"
799,0001193125-12-081827,1193125,12,81827,367982,55599,"['yet', 'declar', 'damages', 'damag', 'dakota', 'daili', 'cycle', 'cycl', 'cy', 'customers', 'customer', 'custom', 'custodi', 'curve', 'curtailments']","[('the', 669), ('valu', 523), ('asset', 490), ('tax', 437), ('corpor', 401), ('fair', 396), ('amount', 361), ('net', 297), ('includ', 289), ('incom', 284), (')', 268), ('$', 256), ('relat', 253), ('use', 246), ('cost', 221)]"
800,0001041061-19-000010,1041061,19,10,170690,25523,"['zero', 'esop', 'equal', 'equip', 'equipment', 'equiti', 'equity', 'equival', 'equivalents', 'escal', 'establish', 'exampl', 'estat', 'estim', 'etc']","[('amount', 410), ('tax', 247), ('period', 191), ('benefit', 188), ('asset', 173), ('includ', 168), ('incom', 168), ('report', 152), ('oper', 151), ('the', 146), ('cash', 140), ('year', 134), ('balanc', 131), ('expens', 126), ('valu', 125)]"
801,0001193125-18-107423,1193125,18,107423,335394,50994,"['zone', 'dividends', 'discounts', 'discret', 'discretion', 'discretionari', 'discuss', 'dispers', 'dispos', 'disput', 'distribut', 'distributions', 'divers', 'diversif', 'dividend']","[('fiscal', 500), ('the', 433), ('valu', 375), ('amount', 352), ('tax', 351), ('asset', 344), ('tjx', 314), ('benefit', 308), ('plan', 292), ('includ', 274), ('cost', 259), ('period', 253), ('incom', 251), ('stock', 222), ('report', 215)]"
802,0001628280-18-006982,1628280,18,6982,358463,53966,"['zero', 'discuss', 'disput', 'disposit', 'disposal', 'dispos', 'dispers', 'dismissed', 'dismiss', 'discretionari', 'doubt', 'discret', 'discoveri', 'discounts', 'discount']","[('the', 512), ('compani', 483), ('amount', 473), ('tax', 465), ('asset', 296), ('incom', 286), ('valu', 283), ('includ', 275), (""company'"", 235), ('period', 233), ('million', 226), ('fair', 206), ('debt', 197), ('report', 196), ('cost', 196)]"
803,0001193125-15-070443,1193125,15,70443,1130667,172604,"['zero', 'dependent', 'denied', 'denomin', 'dentic', 'depart', 'department', 'depend', 'dependents', 'deprecation', 'deplet', 'deposi', 'deposit', 'depositari', 'depositor']","[('loan', 1803), ('valu', 1487), ('fair', 1211), ('the', 1112), ('includ', 940), ('amount', 900), ('asset', 900), ('secur', 871), ('loss', 750), ('credit', 742), ('invest', 688), ('interest', 656), ('net', 631), ('cash', 614), ('incom', 613)]"
804,0001193125-13-070711,1193125,13,70711,326143,47988,"['zurich', 'destination', 'deplet', 'deposit', 'depositori', 'deposits', 'depreci', 'depreciation', 'deriv', 'derived', 'describ', 'descript', 'description', 'design', 'desir']","[('the', 679), ('tax', 480), ('amount', 388), ('benefit', 370), ('asset', 324), ('corpor', 320), ('net', 285), ('valu', 275), ('stock', 260), ('includ', 255), ('cost', 247), ('year', 247), ('period', 237), ('incom', 236), ('plan', 233)]"
805,0000920148-10-000021,920148,10,21,0,0,0,0
806,0000827054-13-000171,827054,13,171,274652,41477,"['york', 'elect', 'dvd', 'each', 'earlier', 'earliest', 'earn', 'earned', 'earnings', 'econom', 'economy', 'eeproms', 'effect', 'effects', 'either']","[('the', 372), ('amount', 363), ('tax', 330), ('compani', 311), ('valu', 309), ('incom', 282), ('includ', 252), ('asset', 237), ('fair', 222), ('period', 197), ('share', 193), (""company'"", 173), ('cost', 166), ('million', 158), ('oper', 157)]"
807,0001144204-14-010483,1144204,14,10483,221101,33309,"['yields', 'declin', 'declining', 'decreas', 'decrease', 'decreased', 'deduct', 'deductibility', 'deem', 'defective', 'defer', 'deferr', 'deficit', 'defin', 'defined']","[('the', 398), ('tax', 353), ('amount', 333), ('share', 212), ('incom', 207), ('compani', 198), ('decemb', 196), ('asset', 171), ('includ', 167), ('cost', 152), ('year', 152), ('valu', 148), ('account', 133), ('product', 133), ('stock', 131)]"
808,0001156375-19-000010,1156375,19,10,227505,34072,"['zero', 'electron', 'eas', 'eb', 'econom', 'economy', 'educ', 'effect', 'effective', 'effectiveness', 'effects', 'either', 'elect', 'elected', 'election']","[('the', 336), ('amount', 293), ('valu', 289), ('fair', 241), ('asset', 221), ('tax', 210), ('cash', 191), ('incom', 180), ('period', 168), ('includ', 160), ('recogn', 151), ('benefit', 150), ('report', 147), ('compani', 146), ('use', 144)]"
809,0000922224-15-000016,922224,15,16,1856490,289270,"['zone', 'element', 'elected', 'election', 'electr', 'electri', 'electric', 'electricity', 'elements', 'elec', 'elg', 'elgs', 'elig', 'eligibility', 'eligible']","[('ppl', 3747), ('the', 2561), ('tax', 1809), ('rate', 1532), ('includ', 1389), ('cost', 1368), ('asset', 1367), ('valu', 1352), ('incom', 1336), ('amount', 1312), ('energi', 1265), ('million', 1116), ('electr', 1115), ('lg&e', 996), ('fair', 982)]"
810,0001579241-17-000009,1579241,17,9,299549,45003,"['zero', 'ensur', 'employ', 'employe', 'employee', 'employees', 'employer', 'employment', 'enact', 'encapsul', 'encompass', 'end', 'enforc', 'engag', 'engineers']","[('the', 485), ('amount', 436), ('asset', 332), ('tax', 321), ('valu', 294), ('benefit', 294), ('includ', 272), ('incom', 264), ('period', 260), ('plan', 232), ('net', 228), ('cash', 219), ('compani', 213), ('report', 212), ('fair', 210)]"
811,0001193125-13-084781,1193125,13,84781,312224,47683,"['zero', 'detect', 'desks', 'design', 'description', 'descript', 'described', 'describ', 'derivative', 'deriv', 'depreiat', 'depreciation', 'depreci', 'deposits', 'deposit']","[('the', 556), ('compani', 383), ('amount', 328), ('unit', 298), ('includ', 296), ('share', 267), ('oper', 240), ('valu', 239), ('stock', 223), ('interest', 210), ('cash', 205), ('incom', 200), ('cost', 189), (',', 181), ('properti', 179)]"
812,0001024305-16-000181,1024305,16,181,386219,58486,"['zone', 'doubt', 'earnings', 'earned', 'earn', 'earliest', 'earli', 'ear', 'each', 'duti', 'dure', 'duli', 'due', 'drug', 'driven']","[('the', 658), ('amount', 493), ('compani', 422), ('asset', 389), ('valu', 348), ('stock', 336), ('includ', 311), ('period', 279), ('net', 272), ('interest', 268), ('tax', 267), ('report', 262), ('fiscal', 258), ('use', 255), ('cost', 254)]"
813,0000745732-14-000006,745732,14,6,117970,17732,"['zero', 'cover', 'enact', 'encompass', 'end', 'enter', 'enterprise', 'entir', 'entireti', 'entiti', 'entity', 'ep', 'eps', 'epu', 'equip']","[('the', 197), ('amount', 173), ('tax', 160), ('includ', 143), ('share', 122), (',', 120), ('stock', 111), ('cash', 111), ('compani', 106), ('expens', 93), ('valu', 91), ('account', 87), ('million', 86), ('fiscal', 83), ('asset', 79)]"
814,0000815097-18-000005,815097,18,5,158157,24028,"['zero', 'enterprise', 'employers', 'end', 'energy', 'engag', 'engin', 'england', 'enhanc', 'ent', 'entail', 'enter', 'enterpris', 'entir', 'drawn']","[('amount', 200), ('the', 178), ('includ', 168), ('cash', 146), ('valu', 131), ('use', 125), ('financi', 124), ('asset', 121), ('net', 113), ('cost', 106), ('deriv', 102), ('fair', 102), ('report', 97), ('expens', 96), ('currenc', 95)]"
815,0000004904-16-000056,4904,16,56,2329751,355043,"['zero', 'institut', 'drawn', 'draglin', 'downgradetrigg', 'downgrad', 'down', 'doubtful', 'doubt', 'domest', 'domain', 'dollars', 'dollar', 'doe', 'document']","[('—', 4481), ('$', 3351), ('asset', 2780), ('cost', 2151), ('regulatori', 2009), ('liabil', 1948), ('rate', 1943), ('the', 1892), ('manag', 1861), (')', 1843), ('risk', 1677), ('includ', 1651), ('amount', 1589), ('incom', 1543), ('valu', 1514)]"
816,0001558370-17-000535,1558370,17,535,670348,101798,"['zero', 'directors', 'discounts', 'discountedcashflow', 'discount', 'discontinu', 'disclosure', 'disclosur', 'disclos', 'director', 'discuss', 'directli', 'direct', 'dilutive', 'dilut']","[('the', 1059), ('—', 958), ('compani', 891), ('$', 760), ('leas', 624), ('amount', 616), ('valu', 589), ('cash', 504), ('asset', 484), ('includ', 474), ('interest', 461), ('oper', 461), ('incom', 436), ('decemb', 416), ('fair', 388)]"
817,0001193125-12-070524,1193125,12,70524,396764,60247,"['zinc', 'deliv', 'denominator', 'denomin', 'demand', 'delmarva', 'deliveri', 'deliver', 'deletions', 'depend', 'delayed', 'delay', 'delawar', 'degre', 'definition']","[('the', 636), ('$', 504), ('tax', 501), ('compani', 491), ('valu', 478), ('asset', 438), ('includ', 411), ('incom', 384), ('fair', 354), ('amount', 341), ('net', 327), ('stock', 312), ('million', 310), ('loss', 296), ('—', 294)]"
818,0001047469-15-000935,1047469,15,935,898328,135045,"['zero', 'classes', 'classc', 'classb', 'classa', 'class', 'clarifi', 'claims', 'claimants', 'claimant', 'claim', 'ckic', 'cki', 'civil', 'citizens']","[('the', 1443), ('—', 1019), ('valu', 917), ('amount', 908), ('$', 862), (')', 839), ('asset', 794), ('incom', 775), ('net', 771), ('contract', 728), ('includ', 718), ('loss', 716), ('fair', 676), ('compani', 669), ('invest', 573)]"
819,0001193125-12-355856,1193125,12,355856,642728,98270,"['österreich', 'disposed', 'dispos', 'display', 'disparag', 'dismissed', 'dismiss', 'disgorgement', 'discussion', 'discuss', 'discretionari', 'discoveri', 'discount', 'discontinu', 'disclosures']","[('the', 1250), ('compani', 908), ('amount', 641), ('valu', 641), ('includ', 510), ('fair', 492), ('asset', 463), ('fiscal', 398), (""company'"", 397), ('incom', 392), ('cost', 392), ('tax', 381), ('oper', 378), ('net', 378), ('$', 375)]"
820,0000078239-18-000007,78239,18,7,361391,55533,"['zero', 'earn', 'effect', 'educ', 'economy', 'econom', 'earnings', 'earned', 'earliest', 'drawn', 'earli', 'each', 'dure', 'due', 'drug']","[('the', 677), ('amount', 484), ('tax', 433), ('compani', 404), ('includ', 378), ('asset', 362), ('valu', 335), ('$', 335), ('million', 305), ('company’', 298), ('benefit', 288), ('incom', 266), ('fair', 259), ('net', 256), ('cost', 246)]"
821,0000877890-16-000184,877890,16,184,281375,42019,"['zero', 'discontinu', 'dispers', 'discuss', 'discretion', 'discret', 'discounts', 'discount', 'disclosures', 'consider', 'disclosure', 'disclosur', 'disclosed', 'disclos', 'directors']","[('the', 482), ('amount', 346), ('compani', 325), ('tax', 261), ('includ', 250), ('valu', 236), ('asset', 234), ('stock', 229), ('share', 206), ('incom', 206), ('period', 204), ('use', 187), ('fair', 178), ('expens', 177), ('cost', 174)]"
822,0001193125-13-077102,1193125,13,77102,170495,25837,"['zero', 'end', 'enough', 'enter', 'enterpris', 'enterprise', 'enterprises', 'entertainment', 'entir', 'entireti', 'entiti', 'entities', 'entity', 'ep', 'eps']","[('amount', 310), ('the', 310), ('tax', 215), ('includ', 202), ('valu', 183), ('incom', 173), ('period', 160), ('share', 160), ('asset', 154), ('stock', 147), ('balanc', 136), ('expens', 131), ('oper', 130), ('interest', 122), ('disclosur', 119)]"
